sess_item_dscr,vote_item_id,vote_item_dscr,vote_date,vote_time,voted_for,voted_against
"הצעת אי אמון מטעם הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל) בנושא: ""ממשלה שמחויבת לבעלי ההון ופוגעת ברוב הציבור, בעובדים בשכבות החלשות ובפריפריה""",300,הצעת אי-אמון בממשלה,20/07/2015,18:34,0,1
"הצעת אי אמון מטעם סיעת מרצ בנושא: ""התפשטות תופעת עובדי הקבלן בישראל""",300,הצעת אי-אמון בממשלה,20/07/2015,18:34,0,1
"חוק העונשין (תיקון מס` 119), התשע""ה-2015",121,הסתייגות,20/07/2015,22:20,0,1
"הצעת חוק קיצור תקופת הצינון לבכירי מערכת הביטחון (תיקוני חקיקה), התשע""ה–2015",100,להעביר את הצעת החוק לוועדה,15/07/2015,13:16,0,1
"הצעת חוק העונשין (תיקון מס` 119), התשע""ה-2015",910,הודעת הממשלה,13/07/2015,21:09,1,0
"הצעת אי אמון  מטעם סיעת המחנה הציוני בנושא: ""אוזלת ידה של הממשלה המובילה את מדינת ישראל למדינה דו לאומית ולהרס המפעל הציוני""",300,הצעת אי-אמון בממשלה,13/07/2015,18:06,0,1
"הצעת אי אמון מטעם סיעת הרשימה המשותפת (חד""ש, רע""מ,בל""ד, תע""ל) בנושא: ""כישלון הממשלה בטיפול באבטלה, בעוני ובהגדלת היצע מקומות התעסוקה בכלל ותעסוקת נשים ערביות בפרט"" ",300,הצעת אי-אמון בממשלה,13/07/2015,18:08,0,1
"הצעת אי אמון מטעם סיעת יש עתיד בנושא: ""פגיעה קשה ביסודות המנהל התקין והיכולת של ראש הממשלה לכהן כשר בארבעה תיקים בנוסף לתפקידו כראש הממשלה""",300,הצעת אי-אמון בממשלה,13/07/2015,18:08,0,1
"החלטת הממשלה בהתאם לסעיף 31(ב) לחוק יסוד: הממשלה, להעביר סמכויות משר האוצר לשר הפנים  – הצבעה",910,הודעת הממשלה,13/07/2015,21:04,1,0
"הצעת חוק כליאתם של לוחמים בלתי חוקיים (תיקון מס` 3), התשע""ג-2013",910,הודעת הממשלה,13/07/2015,21:08,1,0
"הודעת הממשלה בהתאם לסמכותה לפי סעיף 31(ב) לחוק יסוד: הממשלה, להחזיר לשר הבינוי את הסמכות שהוקנתה לשר האוצר בדבר מינוי נציג במועצת מקרקעין ישראל, התש""ך-1960 -הצבעה",910,הודעת הממשלה,13/07/2015,21:05,1,0
"הצעת חוק גנים לאומיים, שמורות טבע, אתרים לאומיים ואתרי הנצחה (תיקון מס` 13), התשע""ד-2013",910,הודעת הממשלה,13/07/2015,21:06,1,0
"הצעת חוק ההוצאה לפועל (היוועדות חזותית) (הוראת שעה), התשע""ד-2014",910,הודעת הממשלה,13/07/2015,21:06,1,0
" הצעת חוק הסדרת העיסוק בהדברת מזיקים לאדם ולרכוש, התשע""ד-2014",910,הודעת הממשלה,13/07/2015,21:07,1,0
"הצעת חוק השיפוט הצבאי (תיקון מס` 72) (עבירת עריקה), התשע""ד-2014",910,הודעת הממשלה,13/07/2015,21:07,1,0
"הצעת חוק פדיון הטבת חניה לעובד לשם צמצום שימוש ברכב פרטי, התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,08/07/2015,12:58,0,1
"הצעת חוק שקיפות אינטרסים כספיים וגילוי עניינים של חברי הכנסת והשרים, התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,08/07/2015,13:17,0,1
"הצעת חוק ההוצאה לפועל (תיקון – סמכות מקומית), התשע""ה–2015",100,להעביר את הצעת החוק לוועדה,08/07/2015,13:27,0,1
"הצעת חוק חינוך ממלכתי (מטרות החינוך הערבי), התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,08/07/2015,13:58,0,1
חוק-יסוד: תקציב המדינה לשנים 2009 עד 2014 (הוראות מיוחדות) (הוראת שעה) (תיקון מס` 4),121,הסתייגות,07/07/2015,01:23,0,1
"הצעת אי אמון מטעם סיעת המחנה הציוני בנושא: ""שנה אחרי צוק איתן, המצב הביטחוני בדרום על סף קריסה והקיפאון המדיני נמשך""",300,הצעת אי-אמון בממשלה,06/07/2015,17:38,0,1
"הצעת אי אמון מטעם סיעת הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל) בנושא: ""אוזלת ידה של המשטרה בטיפול בפשיעה, באלימות ונשק בלתי חוקי בחברה הערבית""",300,הצעת אי-אמון בממשלה,06/07/2015,17:38,0,1
"הצעת אי אמון מטעם סיעת יש עתיד בנושא: ""אוזלת היד של הממשלה בהתמודדות עם המצב הביטחוני בדרום ביו""ש, בירושלים וברמת הגולן, והפגיעה בביטחון האישי של אזרחי ישראל""",300,הצעת אי-אמון בממשלה,06/07/2015,17:39,0,1
"הצעת אי אמון מטעם סיעת מרצ בנושא: ""אובדן הדרך של הממשלה בתחום המדיני, החברתי והכלכלי""",300,הצעת אי-אמון בממשלה,06/07/2015,17:40,0,1
"הצעת חוק מס ערך מוסף (תיקון מס` 51 והוראת שעה), התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,06/07/2015,21:02,1,0
"הצעת חוק המדיניות הכלכלית לשנים 2011 ו-2012 (תיקוני חקיקה) (תיקון מס` 5) (תעשייה עתירת ידע – הוראת שעה), התשע""ה-2015 ",100,להעביר את הצעת החוק לוועדה,06/07/2015,21:03,1,0
"הצעת חוק חובת המכרזים (תיקון מס` 24 - הוראת שעה), התשע""ה–2015",100,להעביר את הצעת החוק לוועדה,06/07/2015,21:04,1,0
"הצעת חוק לתיקון פקודת בתי הסוהר (מס` 48) (מניעת נזקי שביתת רעב), התשע""ד-2014",910,הודעת הממשלה,06/07/2015,21:05,1,0
"הצעת חוק חופש המידע (תיקון – קרן קיימת לישראל), התשע""ה–2015",100,להעביר את הצעת החוק לוועדה,01/07/2015,14:01,0,1
"הצעת אי אמון מטעם סיעת הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל) בנושא: ""תג מחיר של הממשלה ותג מחיר של ארגוני הימין""",300,הצעת אי-אמון בממשלה,29/06/2015,17:51,0,1
"הצעת אי אמון מטעם יש עתיד בנושא: ""ממשלת נתניהו איבדה את הלגיטימיות הציבורית שלה כאשר היא נותנת יד לשחיתות ציבורית וממשל לא תקין""",300,הצעת אי-אמון בממשלה,29/06/2015,17:52,0,1
"חוק סדר הדין הפלילי (חקירת חשודים) (תיקון מס` 7), התשע""ה-2015 ",121,הסתייגות,29/06/2015,19:42,0,1
"הצעת חוק השיפוט הצבאי (תיקון מס` 73) (כהונה נציב קבילות חיילים), התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,29/06/2015,21:58,1,0
"חוק שירות ביטחון (תיקון מס` 19) (תיקון), התשע""ה-2015",102,אישור החוק,29/06/2015,21:04,1,0
"הצעת חוק ההוצאה לפועל (תיקון מס` 46), התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,29/06/2015,22:00,1,0
"הצעת חוק הפיקוח על יצוא ביטחוני (תיקון מס` 2), התשע""ה-2015",100,להעביר את הצעת החוק לוועדה,29/06/2015,22:00,1,0
"הצעת חוק האזרחות והכניסה לישראל (הוראת שעה) (תיקון – ביטול החוק), התשע""ה–2015",100,להעביר את הצעת החוק לוועדה,24/06/2015,14:40,0,1
"הצעת אי אמון מטעם סיעת המחנה הציוני בנושא: """"עוד לא שנה לצוק איתן, כל ההבטחות לתושבי הדרום נשכחו"" ",300,הצעת אי-אמון בממשלה,22/06/2015,18:08,0,1
"הצעת אי אמון מטעם סיעת הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל) בנושא: ""מדיניות הריסת הבתים"" ",300,הצעת אי-אמון בממשלה,22/06/2015,18:08,0,1
"הצעת אי אמון מטעם סיעת יש עתיד בנושא: ""שפל חסר תקדים ביחסי ישראל-ארה""ב ואי התמודדות הממשלה הנוכחית עמו מהווה הפקרת ביטחון אזרחי המדינה""",300,הצעת אי-אמון בממשלה,22/06/2015,18:09,0,1
"חוק מיסוי מקרקעין (שבח ורכישה) (תיקון מס` 81 והוראת שעה), התשע""ה-2015",104,קריאה שנייה,22/06/2015,19:12,1,0
"הצעת אי אמון מטעם סיעת הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל) בנושא: ""פגיעה בתרבות משקולים פוליטיים""",300,הצעת אי-אמון בממשלה,15/06/2015,18:08,0,1
"הצעת אי אמון מטעם סיעת יש עתיד בנושא: ""ממשלת ישראל נכשלת בהגנה על ביטחון תושביה ושמירה על החוסן הלאומי - תשעה חודשים מאז מלחמת ""צוק איתן"" ובעזה ממשיכים לחפור מנהרות ולירות טילים ע תושבי עוטף עזה והדרום""",300,הצעת אי-אמון בממשלה,15/06/2015,18:08,0,1
"בקשת הממשלה להאריך בצו את תוקפו של חוק האזרחות והכניסה לישראל (הוראת שעה), התשס""ג-2003",999,הצבעה,15/06/2015,19:40,1,0
"הצעת אי אמון מטעם סיעת הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל) בנושא: ""ממשלה ללא בשורה""",300,הצעת אי-אמון בממשלה,01/06/2015,17:59,0,1
"הצעת אי אמון מטעם סיעת יש עתיד בנושא: ""פיצול משרד החוץ ל- 6 שרים שונים פוגע פגיעה אנושה ביחסי החוץ של מדינת ישראל""",300,הצעת אי-אמון בממשלה,01/06/2015,17:59,0,1
"הצעת אי אמון מטעם סיעת ישראל ביתנו בנושא: ""רפיסות הממשלה מול ירי חמאס על אזרחי ישראל ומדיניות ההכלה המתמשכת תוך הימנעות מהכרעת האויב"" ",300,הצעת אי-אמון בממשלה,01/06/2015,18:00,0,1
"הודעות הממשלה על הקמת משרד חדש, חלוקת תפקידים, העברת שטחי פעולה והעברת סמכויות ",910,הודעת הממשלה,01/06/2015,21:16,1,0
"הודעות הממשלה בדבר העברת סמכויות (השר לשירותי דת, שר האוצר ושר הכלכלה)",910,הודעת הממשלה,01/06/2015,21:18,1,0
"הודעת הממשלה בהתאם לסעיף 31(ב) לחוק יסוד: הממשלה על החלטתה להעביר לשרה לאזרחים ותיקים את הסמכויות הנתונות לראש הממשלה על פי חוק הרשות לקידום מעמד האישה, התשנ""ח-1998 - הצבעה",910,הודעת הממשלה,01/06/2015,21:19,1,0
"הצעת אי אמון מטעם סיעת יש עתיד: ""מסקנות ועדת אלאלוף למלחמה בעוני אינן מיושמות בגלל המיליארדים שחילק ראש הממשלה בהסכמים הקואליציוניים על חשבון כספי הציבור""",300,הצעת אי-אמון בממשלה,18/05/2015,17:15,0,1
הודעה בדבר הרכב הוועדה המסדרת,902,הצעה בדבר הרכב הוועדה המסדרת,31/03/2015,18:33,1,0
"הצעת חוק שכר מינימום (העלאת סכומי שכר מינימום - הוראת שעה), התשע""ה-2015",104,קריאה שנייה,21/01/2015,18:37,1,0
"הצעת חוק מימון מפלגות (תיקון מס` 33) (הלוואות ומועדי תשלום המימון), התשע""ה-2014",100,להעביר את הצעת החוק לוועדה,08/12/2014,17:41,1,0
"המלצת הוועדה המשותפת של ועדת החוץ והביטחון וועדת החוקה, חוק ומשפט בעניין הכרזה על מצב חירום - הצבעה",999,הצבעה,08/12/2014,18:33,1,0
"חוק למניעת הסתננות ולהבטחת יציאתם של מסתננים מישראל (תיקוני חקיקה והוראות שעה), התשע""ה-2014 ",120,שם החוק,08/12/2014,20:50,1,0
"חוק מימון מפלגות (תיקון מס` 33 והוראת שעה), התשע""ה-2014",104,קריאה שנייה,08/12/2014,21:10,1,0
"חוק התפזרות הכנסת התשע-עשרה, התשע""ה-2014",100,להעביר את הצעת החוק לוועדה,03/12/2014,12:41,1,0
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""הממשלה מתנכרת מעושק שליש מהעובדים השכירים וממאנת להיענות לתביעות הצודקות לחלצם ממעגל המצוקה באמצעות העלאת גובה שכר המינימום""",300,הצעת אי-אמון בממשלה,01/12/2014,18:38,0,1
"הצעת אי אמון מטעם סיעות יהדות התורה ומרצ בנושא: ""הממשלה מתפרקת ולא מתפקדת"" ",300,הצעת אי-אמון בממשלה,01/12/2014,18:38,0,1
"הצעת אי אמון מטעם סיעות חד""ש, רע""מ-תע""ל-מד""ע ובל""ד בנושא: ""חוק הלאום - כישלון נוסף של ממשלת נתניהו""   ",300,הצעת אי-אמון בממשלה,01/12/2014,18:39,0,1
"הצעת חוק למניעת הסתננות ולהבטחת יציאתם של מסתננים מישראל (תיקוני חקיקה והוראות שעה), התשע""ה-2014 ",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,01/12/2014,20:48,1,0
"הצעת חוק זכויות החולה (תיקון - איסור פעילות מסחרית בבית חולים), התשע""ד-2014",100,להעביר את הצעת החוק לוועדה,26/11/2014,15:29,1,0
"""יוקר המחייה"" - דיון בהשתתפות ראש הממשלה בעקבות חתימותיהם של 40 חברי הכנסת",911,הודעת ראש הממשלה,26/11/2014,18:02,1,0
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""כישלון הממשלה בתחום המדיני, כלכלי, ביטחוני"" ",300,הצעת אי-אמון בממשלה,24/11/2014,18:21,0,1
"הצעת אי אמון מטעם סיעות מרצ ויהדות התורה בנושא: ""כישלון הממשלה בתחומים הביטחוני, הכלכלי והמדיני"" ",300,הצעת אי-אמון בממשלה,24/11/2014,18:21,0,1
"הצעת אי אמון מטעם סיעות רע""מ-תע""ל-מד""ע, בל""ד וחד""ש בנושא: ""אוזלת ידה של הממשלה בתחום המדיני, חברתי וכלכלי""",300,הצעת אי-אמון בממשלה,24/11/2014,18:22,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""הממשלה כשלה במחויבותה להבטיח את שלום אזרחיה: מחוץ תשכל חרב ומחדרים אימה""",300,הצעת אי-אמון בממשלה,24/11/2014,18:22,0,1
"הצעת חוק נאום מצב האומה, התשע``ד-2014",100,להעביר את הצעת החוק לוועדה,19/11/2014,13:45,0,1
"הצעת אי אמון מטעם סיעת העבודה בנושא:""אובדן תחושת הביטחון האישי והכלכלי של אזרחי ישראל""",300,הצעת אי-אמון בממשלה,17/11/2014,17:49,0,1
"הצעת אי אמון מטעם סיעות יהדות התורה ומרצ בנושא:""כישלון הממשלה בתחומים הכלכלי, המדיני והביטחוני"" ",300,הצעת אי-אמון בממשלה,17/11/2014,17:50,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""הממשלה מאחזת עיניהם של מיליוני אזרחים - קשישים, נכים, עניים, חסרי דיור, חולים, תושבי הפריפריה, המעמד הבינוני והמובטלים - כל בשורותיה מתבררות כשטרות ללא כיסוי""",300,הצעת אי-אמון בממשלה,17/11/2014,17:51,0,1
"הצעת אי אמון מטעם סיעות בל""ד, חד""ש ורע""מ-תע""ל-מד""ע"" בנושא: ""המצב בירושלים וניסיון הממשלה לשנות את המצב הקיים באמצעות התנחלויות ופגיעה באל-אקצא"" ",300,הצעת אי-אמון בממשלה,17/11/2014,17:51,0,1
"הצעת חוק העונשין (תיקון מס` 120) (יידוי או ירי של אבן או חפץ אחר), התשע""ה-2014",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,17/11/2014,18:33,1,0
"הצעת חוק העונשין (תיקון - סיכון חיי אנשים באמצעות יידוי אבן או חפץ אחר), התשע""ה-2014",100,להעביר את הצעת החוק לוועדה,17/11/2014,18:35,1,0
"הצעת חוק לקידום ולהגנת העיתונות הכתובה בישראל, התשע""ד-2014",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,12/11/2014,12:39,0,1
"הצעת חוק לתיקון פקודת בריאות העם (שירות בחירת רופא), התשע""ד-2013",100,להעביר את הצעת החוק לוועדה,12/11/2014,13:30,0,1
"הצעת חוק שירותי הסעד (תיקון - תכניות למניעה, חילוץ ושיקום מעוני), התשע""ד-2014",100,להעביר את הצעת החוק לוועדה,12/11/2014,14:10,0,1
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""המגמות המסוכנות המסתמנות בתקציב המדינה"" ",300,הצעת אי-אמון בממשלה,10/11/2014,18:01,0,1
"הצעת אי אמון מטעם סיעות מרצ ויהדות התורה בנושא: ""מגמות מסוכנות בתקציב המדינה""",300,הצעת אי-אמון בממשלה,10/11/2014,18:02,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""התקציב שהוגש לכנסת מעיד על אטימות חברתית והעדר חמלה ועל ניסיון ותבונה מפוקפקים ומוגבלים בתחום הכלכלי ובידיעת היעדים הממלכתיים""",300,הצעת אי-אמון בממשלה,10/11/2014,18:02,0,1
"הצעת אי אמון מטעם סיעות חד""ש, רע""מ-תע""ל-מד""ע ובל""ד בנושא : ""המגמות המסוכנות המסתמנות בתקציב המדינה"" ",300,הצעת אי-אמון בממשלה,10/11/2014,18:03,0,1
"הצעת חוק לקידום השקעות בחברות הפועלות בתחומי הטכנולוגיה העילית (היי-טק) (תיקוני חקיקה) (יתר הוראות הצעת החוק) התשע""ה-2014",900,הצעת ועדת הכנסת,10/11/2014,18:09,1,0
"הצעת חוק התקציב לשנת הכספים 2015, התשע""ה-2014",100,להעביר את הצעת החוק לוועדה,10/11/2014,23:39,1,0
"הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2015), התשע""ה-2014",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,10/11/2014,23:40,1,0
"הצעת חוק החברות הממשלתיות (תיקון מס` 31)(חברה ממשלתית ציבורית), התשע""ה-2014",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,10/11/2014,23:42,1,0
"הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2015), התשע""ה-2014",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,10/11/2014,23:43,1,0
הודעת הממשלה בהתאם לסעיף 31(א) לחוק יסוד: הממשלה על שינוי בחלוקת התפקידים בממשלה - הצבעה,910,הודעת הממשלה,05/11/2014,12:53,1,0
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""השפל העמוק ביחסי ישראל-ארה""ב""",300,הצעת אי-אמון בממשלה,03/11/2014,18:17,0,1
"הצעת אי אמון מטעם סיעות יהדות התורה ומרצ בנושא: ""ממשלה בלי ערכים ובלי דרך בענייני מדינה, ביטחון, חברה, דת וכלכלה"" ",300,הצעת אי-אמון בממשלה,03/11/2014,18:18,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""דו""ח יוניסף מטיח כתב אישום חברתי חמור בממשלה: 35% מילדי ישראל חיים בעוני: היחס לילדים העניים כמו שבגרועות שבמדינות""",300,הצעת אי-אמון בממשלה,03/11/2014,18:19,0,1
"הצעת אי אמון מטעם סיעות רע""מ-תע""ל-מד""ע, חד""ש ובל""ד בנושא: ""המצב בירושלים והניסיון לשנות את הסטטוס קוו במסגד אלקצא ותוקפנות המשטרה והעירייה כלפי הפלסטינים בירושלים המזרחית"" ",300,הצעת אי-אמון בממשלה,03/11/2014,18:19,0,1
ערעור של חברת הכנסת חנין זועבי על החלטת ועדת האתיקה בעניינה מיום 29.7.14 בהתאם לסעיף 43 לתקנון הכנסת - הצבעה,999,הצבעה,29/10/2014,13:12,0,1
"הצעת חוק הנצחת זכרם של קורבנות הטבח בכפר קאסם, התשע""ד-2013",100,להעביר את הצעת החוק לוועדה,29/10/2014,13:40,0,1
"הצעת חוק איסור ניתוק שירותי חשמל ומים לזכאים (תיקוני חקיקה), התשע""ד-2014",100,להעביר את הצעת החוק לוועדה,29/10/2014,14:03,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""כמעט שנתיים לממשלה ה- 33 וכל התחייבויותיה למעמד הביניים ולמעמד החלש, לשכבות המצוקה ולתושבי הפריפריה ובראש ובראשונה בתחום הדיור - מתבררים כמקסם שווא והולכת שולל"" ",300,הצעת אי-אמון בממשלה,27/10/2014,20:04,0,1
"הצעת אי אמון מטעם סיעת יהדות התורה בנושא: ""אוזלת ידה של הממשלה בתחום החברתי והכלכלי"" ",300,הצעת אי-אמון בממשלה,27/10/2014,20:05,0,1
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""חדלונה וכישלונה של הממשלה בתחום הביטחוני מדיני כלכלי"" ",300,הצעת אי-אמון בממשלה,27/10/2014,20:05,0,1
"הצעת חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס` 15), התשע""ה-2014",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,27/10/2014,21:14,1,0
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""תקציב 2015 הפוגע בשכבות החלשות ומעמד הביניים""",300,הצעת אי-אמון בממשלה,07/07/2014,17:57,0,1
"הצעת אי אמון מטעם סיעות יהדות התורה ומרצ בנושא: ""ממשלה בלי דרך בתחום המדיני, הביטחוני, החברתי והכלכלי""",300,הצעת אי-אמון בממשלה,07/07/2014,17:58,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""תחושת אכזבה, העדר תקווה, תוחלת, ביטחון אישי וביטחון חברתי, בקרב אזרחי המדינה""",300,הצעת אי-אמון בממשלה,07/07/2014,17:58,0,1
"הצעת אי אמון מטעם סיעות רע""מ-תע""ל-מד""ע, חד""ש ובל""ד בנושא: ""המשך הכיבוש שהוא הגורם להידרדרות המצב ולסכנת התלקחות באזור""",300,הצעת אי-אמון בממשלה,07/07/2014,17:59,0,1
"חוק בתי המשפט (תיקון מס` 76), התשע""ד-2014",104,קריאה שנייה,07/07/2014,18:01,1,0
"חוק להעמקת גביית המסים והגברת האכיפה (תיקוני חקיקה), התשע""ד-2014",104,קריאה שנייה,07/07/2014,18:09,1,0
"הצעת אי אמון מטעם סיעת העבודה בנושא: """"מסקנות ועדת אלאלוף יישארו על הנייר: המדיניות הכלכלית והחברתית של הממשלה מטיבה עם מעטים, מרחיבה את אי השוויון והעוני ופוגעת במעמד הביניים"" ",300,הצעת אי-אמון בממשלה,30/06/2014,18:36,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""הממשלה ממאנת לחמול ועושה פלסתר את גישת ועדת אלאלוף הדוגלת, בניגוד לעמדת האוצר, בהגדלת קצבאות הילדים"" ",300,הצעת אי-אמון בממשלה,30/06/2014,18:37,0,1
"הצעת אי אמון מטעם סיעות מרצ ויהדות התורה בנושא: ""ממשלה שאינה נותנת מענה לבעיות החמורות בתחום המדיני, החברתי והכלכלי"" ",300,הצעת אי-אמון בממשלה,30/06/2014,18:38,0,1
"הצעת אי אמון מטעם סיעות בל""ד, חד""ש ורע""מ-תע""ל-מד""ע בנושא: ""ממשלה שנלחמת בעניים ולא בעוני""",300,הצעת אי-אמון בממשלה,30/06/2014,18:38,0,1
"הצעת אי אמון מטעם סיעת קדימה בנושא: ""כישלון הממשלה בפתרון מצוקת הדיור של אזרחי ישראל בכלל, והזוגות הצעירים בפרט""",300,הצעת אי-אמון בממשלה,30/06/2014,18:39,0,1
"הצעת חוק הביטוח הלאומי (תיקון - שיעור ההטבה לפי הסכם בדבר גמלת ניידות), התשע""ד-2014",100,להעביר את הצעת החוק לוועדה,25/06/2014,12:34,0,1
"הצעת חוק הקמת מקלטים לנשים מוכות, התשע""ג-2013",100,להעביר את הצעת החוק לוועדה,25/06/2014,12:51,0,1
"הצעת אי אמון מטעם סיעות חד""ש, רע""מ-תע""ל-מד""ע ובל""ד בנושא: ""הקיפאון המדיני שהממשלה יצרה מוביל להידרדרות - המדיניות האנטי חברתית של הממשלה פוגעת קשות בחברה""",300,הצעת אי-אמון בממשלה,23/06/2014,17:29,0,1
"הצעת אי אמון מטעם סיעת מרצ בנושא: ""הקיפאון המדיני שהממשלה יצרה מוביל להידרדרות""",300,הצעת אי-אמון בממשלה,23/06/2014,17:30,0,1
"הצעת חוק הביטוח הלאומי (תיקון - עבודה מועדפת למדריך בתחום החינוך הבלתי פורמאלי), התשע""ג-2013",202,להעביר את הנושא לוועדה,11/06/2014,13:17,1,0
"הצעת חוק העונשין (תיקון - הכפלת ענישה בשל פגיעה ברגשי דת ומסורת), התשע""ג-2013",100,להעביר את הצעת החוק לוועדה,11/06/2014,13:30,0,1
הצעת חוק-יסוד: נשיא המדינה (תיקון - איסור שחרור רוצחים),100,להעביר את הצעת החוק לוועדה,11/06/2014,14:49,1,0
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""חוסר השקיפות בהליך גיבוש תקציב המדינה""",300,הצעת אי-אמון בממשלה,09/06/2014,17:58,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושאט: ""מדיניות הממשלה הכושלת בנושא הכלכלי והחברתי""",300,הצעת אי-אמון בממשלה,09/06/2014,17:59,0,1
"הצעת אי אמון מטעם סיעות יהדות התורה ומרצ בנושא: ""הממשלה ללא חוט שידרה בראשות ראש ממשלה חלש מקבלת החלטות בכוחניות בין מרכיביה""",300,הצעת אי-אמון בממשלה,09/06/2014,17:59,0,1
"הצעת אי אמון מטעם סיעות רע""מ-תע""ל-מד""ע, חד""ש ובל""ד בנושא: ""ממשלה אנטי דמוקרטית מאמצת וממשיכה במדיניות המעצרים המנהליים ומתעלמת משביתת הרעב של מאות אסירים שחייהם בסכנה""",300,הצעת אי-אמון בממשלה,09/06/2014,18:00,0,1
"הצעת חוק שירותי הדת היהודיים (תיקון - הגבלת סכומי האגרות), התשע""ד-2014",100,להעביר את הצעת החוק לוועדה,28/05/2014,12:53,0,1
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""מדיניות הימין מובילה את ישראל למדינה דו לאומית""",300,הצעת אי-אמון בממשלה,26/05/2014,17:52,0,1
"הצעת אי אמון מטעם סיעות יהדות התורה ומרצ בנושא: ""הממשלה כשלה בתחום החברתי, הכלכלי והמדיני""",300,הצעת אי-אמון בממשלה,26/05/2014,17:53,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""ליקויים בהתנהלות חלק ממקבלי ההחלטות והסתרת מידע מעמיתיהם בעת הדיונים על החוק הנואל להורדה סלקטיבית של המע""מ על דירות""",300,הצעת אי-אמון בממשלה,26/05/2014,17:53,0,1
"הצעת אי אמון מטעם סיעות חד""ש, רע""מ-תע""ל-מד""ע ובל""ד בנושא: ""הדרת הציבור הערבי מתוכניות האוצר והשיכון למאבק במצוקת הדיור""",300,הצעת אי-אמון בממשלה,26/05/2014,17:54,0,1
"הצעת אי אמון מטעם סיעת העבודה בנושא: ""ממשלה שמכשילה את הדמוקרטיה במעשי החקיקה ובפעולותיה מחלישה את הממשלה, את הכנסת ובדרך זו גם את הדמוקרטיה""",300,הצעת אי-אמון בממשלה,18/03/2014,16:59,0,1
"הצעת אי אמון מטעם סיעת ש""ס בנושא: ""שנה לכינון הממשלה וכישלונה בכל תחום""",300,הצעת אי-אמון בממשלה,18/03/2014,17:01,0,1
"הצעת אי אמון מטעם סיעת יהדות התורה בנושא: ""עריצות ודיקטטורה של הרוב הקואליציוני נגד האופוזיציה בכנסת""",300,הצעת אי-אמון בממשלה,18/03/2014,17:01,0,1
"הצעת אי אמון מטעם סיעת מרצ בנושא: ""עריצות ודיקטטורה של הרוב הקואליציוני נגד האופוזיציה בכנסת""",300,הצעת אי-אמון בממשלה,18/03/2014,17:02,0,1
"הצעת אי אמון מטעם סיעת רע""מ-תע""ל-מד""ע בנושא: ""הדיקטטורה של הממשלה מול האופוזיציה""",300,הצעת אי-אמון בממשלה,18/03/2014,17:02,0,1
"הצעת אי אמון מטעם סיעת חד""ש בנושא: ""עריצות ודיקטטורה של הרוב הקואליציוני נגד האופוזיציה בכנסת""",300,הצעת אי-אמון בממשלה,18/03/2014,17:03,0,1
"הצעת אי אמון מטעם סיעת בל""ד בנושא: ""עריצות ודיקטטורה של הרוב הקואליציוני נגד האופוזיציה בכנסת""",300,הצעת אי-אמון בממשלה,18/03/2014,17:03,0,1
