"CommitteeID","Name","CategoryID","CategoryDesc","KnessetNum","CommitteeTypeID","CommitteeTypeDesc","Email","StartDate","FinishDate","AdditionalTypeID","AdditionalTypeDesc","ParentCommitteeID","CommitteeParentName","IsCurrent","LastUpdatedDate"
289,ועדת העבודה,28,"ועדת העבודה, הרווחה והבריאות",5,71,ועדה ראשית,,1961-09-04 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
290,ועדת העבודה,28,"ועדת העבודה, הרווחה והבריאות",6,71,ועדה ראשית,,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
291,ועדת העבודה,28,"ועדת העבודה, הרווחה והבריאות",7,71,ועדה ראשית,,1969-11-17 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
292,ועדת העבודה,28,"ועדת העבודה, הרווחה והבריאות",8,71,ועדה ראשית,,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
293,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,1,71,ועדה ראשית,,1949-02-14 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
294,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,10,71,ועדה ראשית,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
295,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,11,71,ועדה ראשית,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
296,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,12,71,ועדה ראשית,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
297,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,13,71,ועדה ראשית,,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
298,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,14,71,ועדה ראשית,,1988-10-19 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
299,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,2,71,ועדה ראשית,,1951-08-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
303,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,8,71,ועדה ראשית,,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
304,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,9,71,ועדה ראשית,,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
305,הוועדה המיוחדת לענייני מחקר ופיתוח מדעי וטכנולוגי,13,ועדת  המדע  והטכנולוגיה,14,72,ועדה מיוחדת,,1988-10-19 00:00:00,,991,קבועה,,,1,2020-05-21 15:39:38
307,ועדת הפנים,5,ועדת הפנים והגנת הסביבה,3,71,ועדה ראשית,,1955-08-15 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
308,ועדת הפנים,5,ועדת הפנים והגנת הסביבה,4,71,ועדה ראשית,,1960-10-26 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
309,ועדת הפנים,5,ועדת הפנים והגנת הסביבה,5,71,ועדה ראשית,,1961-09-04 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
310,ועדת הפנים,5,ועדת הפנים והגנת הסביבה,6,71,ועדה ראשית,,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
311,ועדת הפנים,5,ועדת הפנים והגנת הסביבה,7,71,ועדה ראשית,,1969-11-17 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
313,הוועדה המיוחדת לבחינת בעיית העובדים הזרים,15,ועדה מיוחדת לבעיית העובדים הזרים,14,72,ועדה מיוחדת,,1988-10-19 00:00:00,,991,קבועה,,,1,2020-05-21 15:39:38
314,הוועדה המיוחדת לעניין לקחי אסון גשר המכביה,17,ועדה מיוחדת לענין לקחי אסון גשר המכביה,14,72,ועדה מיוחדת,,1988-10-19 00:00:00,,992,מיוחדת,,,1,2015-03-20 12:02:57
315,ועדת הכספים,2,ועדת הכספים,1,71,ועדה ראשית,,1949-02-14 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
316,ועדת הכספים,2,ועדת הכספים,10,71,ועדה ראשית,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
317,ועדת הכספים,2,ועדת הכספים,11,71,ועדה ראשית,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
318,ועדת הכספים,2,ועדת הכספים,12,71,ועדה ראשית,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
319,ועדת הכספים,2,ועדת הכספים,13,71,ועדה ראשית,,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
320,ועדת הכספים,2,ועדת הכספים,14,71,ועדה ראשית,,1988-10-19 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
321,ועדת הכספים,2,ועדת הכספים,2,71,ועדה ראשית,,1951-08-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
322,ועדת הכספים,2,ועדת הכספים,3,71,ועדה ראשית,,1955-08-15 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
323,ועדת הכספים,2,ועדת הכספים,4,71,ועדה ראשית,,1960-10-26 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
324,ועדת הכספים,2,ועדת הכספים,5,71,ועדה ראשית,,1961-09-04 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
325,ועדת הכספים,2,ועדת הכספים,6,71,ועדה ראשית,,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
326,ועדת הכספים,2,ועדת הכספים,7,71,ועדה ראשית,,1969-11-17 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
327,ועדת הכספים,2,ועדת הכספים,8,71,ועדה ראשית,,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
328,ועדת הכספים,2,ועדת הכספים,9,71,ועדה ראשית,,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
330,ועדת העבודה והרווחה,28,"ועדת העבודה, הרווחה והבריאות",10,71,ועדה ראשית,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
331,ועדת העבודה והרווחה,28,"ועדת העבודה, הרווחה והבריאות",11,71,ועדה ראשית,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
332,ועדת העבודה והרווחה,28,"ועדת העבודה, הרווחה והבריאות",12,71,ועדה ראשית,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
333,ועדת העבודה והרווחה,28,"ועדת העבודה, הרווחה והבריאות",13,71,ועדה ראשית,,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
334,ועדת העבודה והרווחה,28,"ועדת העבודה, הרווחה והבריאות",14,71,ועדה ראשית,,1988-10-19 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
340,ועדת העבודה והרווחה,28,"ועדת העבודה, הרווחה והבריאות",9,71,ועדה ראשית,,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
341,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",1,71,ועדה ראשית,,1949-02-14 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
342,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",10,71,ועדה ראשית,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
343,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",11,71,ועדה ראשית,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
344,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",12,71,ועדה ראשית,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
345,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",13,71,ועדה ראשית,,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
346,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",14,71,ועדה ראשית,,1988-10-19 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
347,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",2,71,ועדה ראשית,,1951-08-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
348,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",3,71,ועדה ראשית,,1955-08-15 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
349,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",4,71,ועדה ראשית,,1960-10-26 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
350,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",5,71,ועדה ראשית,,1961-09-04 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
351,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",6,71,ועדה ראשית,,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
352,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",7,71,ועדה ראשית,,1969-11-17 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
353,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",8,71,ועדה ראשית,,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
354,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",9,71,ועדה ראשית,,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
355,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,10,71,ועדה ראשית,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
356,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,11,71,ועדה ראשית,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
357,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,12,71,ועדה ראשית,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
358,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,13,71,ועדה ראשית,,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
359,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,14,71,ועדה ראשית,,1988-10-19 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
360,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,6,71,ועדה ראשית,,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
361,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,8,71,ועדה ראשית,,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
362,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,9,71,ועדה ראשית,,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
363,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",1,71,ועדה ראשית,vhuka@knesset.gov.il,1949-02-14 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
364,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",10,71,ועדה ראשית,vhuka@knesset.gov.il,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
365,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",11,71,ועדה ראשית,vhuka@knesset.gov.il,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
366,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",12,71,ועדה ראשית,vhuka@knesset.gov.il,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
367,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",13,71,ועדה ראשית,vhuka@knesset.gov.il,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
368,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",14,71,ועדה ראשית,vhuka@knesset.gov.il,1988-10-19 00:00:00,,991,קבועה,,,1,2019-11-26 11:26:07
369,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",2,71,ועדה ראשית,vhuka@knesset.gov.il,1951-08-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
370,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",3,71,ועדה ראשית,vhuka@knesset.gov.il,1955-08-15 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
371,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",4,71,ועדה ראשית,vhuka@knesset.gov.il,1960-10-26 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
372,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",5,71,ועדה ראשית,vhuka@knesset.gov.il,1961-09-04 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
373,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",6,71,ועדה ראשית,vhuka@knesset.gov.il,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
374,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",7,71,ועדה ראשית,vhuka@knesset.gov.il,1969-11-17 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
375,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",8,71,ועדה ראשית,vhuka@knesset.gov.il,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
376,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",9,71,ועדה ראשית,vhuka@knesset.gov.il,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
377,ועדת הכנסת,1,ועדת הכנסת,1,70,ועדת הכנסת,,1949-02-14 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
378,ועדת הכנסת,1,ועדת הכנסת,10,70,ועדת הכנסת,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
379,ועדת הכנסת,1,ועדת הכנסת,11,70,ועדת הכנסת,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
380,ועדת הכנסת,1,ועדת הכנסת,12,70,ועדת הכנסת,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
381,ועדת הכנסת,1,ועדת הכנסת,13,70,ועדת הכנסת,,1992-07-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
382,ועדת הכנסת,1,ועדת הכנסת,14,70,ועדת הכנסת,,1988-10-19 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
383,ועדת הכנסת,1,ועדת הכנסת,3,70,ועדת הכנסת,,1955-08-15 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
384,ועדת הכנסת,1,ועדת הכנסת,4,70,ועדת הכנסת,,1960-10-26 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
385,ועדת הכנסת,1,ועדת הכנסת,5,70,ועדת הכנסת,,1961-09-04 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
386,ועדת הכנסת,1,ועדת הכנסת,6,70,ועדת הכנסת,,1965-11-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
387,ועדת הכנסת,1,ועדת הכנסת,7,70,ועדת הכנסת,,1969-11-17 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
388,ועדת הכנסת,1,ועדת הכנסת,8,70,ועדת הכנסת,,1974-01-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
389,ועדת הכנסת,1,ועדת הכנסת,9,70,ועדת הכנסת,,1977-06-13 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
390,הוועדה המשותפת לוועדת הכלכלה ולוועדת המדע לדיון בהצעת חוק הגבלת הפצת פרסומות ברשתות תקשורת,225,ועדה משותפת לעניין חוק הגבלת הפצת פרסומות ברשתות תקשורת,17,73,ועדה משותפת,,2006-10-25 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
391,ועדת המשנה לעניין הצעות חוק השתלת אברים,223,ועדת המשנה לעניין  הצעת חוק השתלת איברים,17,74,ועדת משנה,,2006-10-31 00:00:00,2009-02-24 00:00:00,992,מיוחדת,198,"ועדת העבודה, הרווחה והבריאות",0,2015-03-20 12:02:57
392,ועדת המשנה לשירותי דת,,,17,74,ועדת משנה,,2006-11-15 00:00:00,2009-02-24 00:00:00,,,201,הוועדה לענייני ביקורת המדינה,0,2017-04-24 16:49:32
393,ועדת האתיקה,14,ועדת האתיקה,10,71,ועדה ראשית,,1981-07-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
394,ועדת האתיקה,14,ועדת האתיקה,11,71,ועדה ראשית,,1984-10-22 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
395,ועדת האתיקה,14,ועדת האתיקה,12,71,ועדה ראשית,,1988-11-21 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
396,ועדת הכנסת,1,ועדת הכנסת,2,70,ועדת הכנסת,,1951-08-20 00:00:00,,991,קבועה,,,1,2015-03-20 12:02:57
397,"הוועדה המשותפת לוועדת החינוך ולוועדת הכספים לדיון בפרק י""ב ס' 70,69 מחוק ההסדרים",,,17,73,ועדה משותפת,,2006-12-20 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
398,ועדת החקירה הפרלמנטרית בנושא האזנות הסתר,230,ועדת חקירה פרלמנטרית בעניין האזנות סתר,17,72,ועדה מיוחדת,,2006-12-26 00:00:00,2009-02-24 00:00:00,993,חקירה,,,0,2015-03-20 12:02:57
399,"ועדת המשנה לנושא תנאיו של חכ""ל סעדיה מרציאנו",,,17,74,ועדת משנה,,2007-01-08 00:00:00,2009-02-24 00:00:00,,,190,ועדת הכנסת,0,2015-03-20 12:02:57
400,הוועדה המשותפת לוועדת העבודה ולוועדת המדע לדיון בהצעת חוק ניסויים רפואיים בבני אדם,243,"ועדה משותפת להצ""ח ניסויים רפואיים בבני אדם",17,73,ועדה משותפת,,2007-01-10 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
401,"ועדת המשנה לנושא קידום מו""פ של מקורות אנרגיה חלופיים ויישומם",,,17,74,ועדת משנה,,2007-01-23 00:00:00,2009-02-24 00:00:00,,,197,ועדת המדע והטכנולוגיה,0,2015-03-20 12:02:57
402,ועדת החקירה הפרלמנטרית בנושא עמלות הבנקים,240,ועדת חקירה פרלמנטרית בנושא עמלות הבנקים,17,72,ועדה מיוחדת,,2007-01-22 00:00:00,2007-06-19 00:00:00,993,חקירה,,,0,2015-03-20 12:02:57
403,ועדת המשנה לטיפול בנכי רדיפות הנאצים,,,17,74,ועדת משנה,,2007-02-06 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
404,ועדת המשנה לעניין עובדי אינטל,,,17,74,ועדת משנה,,2007-01-22 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2017-04-24 16:48:39
405,ועדת המשנה לנושא החלטת הממשלה להפרטת המעונות הממשלתיים לאנשים עם פיגור,,,17,74,ועדת משנה,,2007-02-21 00:00:00,2009-02-24 00:00:00,,,198,"ועדת העבודה, הרווחה והבריאות",0,2015-03-20 12:02:57
406,ועדת המשנה לעניין הבעיה בתשלומי פנסיה בגופים שונים,252,ועדת המשנה לעניין פנסיה,17,74,ועדת משנה,,2007-02-27 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
407,ועדת המשנה לעניין הקמת בית חולים באשדוד,,,17,74,ועדת משנה,,2007-02-27 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
408,הוועדה המשותפת לוועדת המדע ולוועדת הפנים לעניין ההיערכות לרעידת אדמה בישראל,251,ועדת משותפת מדע-פנים לנושא היערכות לרעידת אדמה בישראל,17,73,ועדה משותפת,,2007-02-26 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
409,ועדת המשנה לעניין שנת שמיטה,,,17,74,ועדת משנה,,2007-03-19 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
410,ועדת המשנה לעניין שיקום שווקים,244,ועדת משנה בעניין שיקום שווקים,17,74,ועדת משנה,,2007-03-19 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
411,ועדת המשנה לעניין ההשכלה הגבוהה,123,ועדת משנה להשכלה גבוהה,17,74,ועדת משנה,,2007-04-25 00:00:00,2009-02-24 00:00:00,,,195,"ועדת החינוך, התרבות והספורט",0,2015-03-20 12:02:57
412,ועדת המשנה לעניין העסקים הקטנים,,,17,74,ועדת משנה,,2007-01-09 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
413,הוועדה המשותפת לוועדת הכספים ולוועדת העבודה לדיון בהצעת חוק הגנה על עובדים בשעת חירום,,,17,73,ועדה משותפת,,2007-06-12 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
414,ועדת המשנה לנושא תעשייה,,,17,74,ועדת משנה,,2007-06-12 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
415,ועדת המשנה לבדיקת הטענות על מדיניות של החמרה כלפי גברים בטיפול בתלונות של נשים על אלימות,255,ועדת משנה לבדיקת טענות על מדיניות של החמרה כלפי גברים בדבר תלונות כזב של נשים,17,74,ועדת משנה,,2007-07-04 00:00:00,2009-02-24 00:00:00,,,198,"ועדת העבודה, הרווחה והבריאות",0,2015-03-20 12:02:57
416,ועדת המשנה לנושא תפיסת המיגון בהערכות לרעידות אדמה,,,17,74,ועדת משנה,,2007-07-16 00:00:00,2009-02-24 00:00:00,,,197,ועדת המדע והטכנולוגיה,0,2015-03-20 12:02:57
417,ועדת המשנה לקידום התחרות בענף הסלולר,256,ועדת משנה לקידום התחרות בענף הסלולר,17,74,ועדת משנה,,2007-08-07 00:00:00,2009-02-24 00:00:00,,,191,ועדת הכלכלה,0,2015-03-20 12:02:57
418,ועדת המשנה לדיון בהצעת חוק העיריות,263,"ועדת משנה לענין הצ""ח העיריות",17,74,ועדת משנה,,2007-08-29 00:00:00,2009-02-24 00:00:00,,,200,ועדת הפנים ואיכות הסביבה,0,2015-03-20 12:02:57
419,הוועדה המשותפת פנים ועבודה לנושא העלייה בתחלואת הסרטן - מיותר,,,17,73,ועדה משותפת,,2006-04-17 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
420,"ועדת המשנה לנושאים חריגים בתקנות מ""ה שווי השימוש ברכב",265,ועדת משנה לנושאים חריגים בתקנות מס הכנסה שווי השימוש ברכב,17,74,ועדת משנה,,2007-11-19 00:00:00,2009-02-24 00:00:00,,,196,ועדת הכספים,0,2015-03-20 12:02:57
421,ועדת המשנה למעקב אחר הצעת חוק הביטוח הלאומי (תיקון - ביטוח אבטלה של עובד עצמאי),,,17,74,ועדת משנה,,2007-06-25 00:00:00,2009-02-24 00:00:00,,,198,"ועדת העבודה, הרווחה והבריאות",0,2015-03-20 12:02:57
422,הוועדה המשותפת לוועדת הפנים ולוועדת העבודה בנושא העלייה בתחלואת הסרטן,,,17,73,ועדה משותפת,,2007-10-25 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
423,"הוועדה המשותפת לוועדת הכספים ולוועדת העבודה לדיון בפרק י""ט בנושא העובדים הזרים",272,"ועדה משותפת לדיון בפרק י""ט נושא עובדים זרים",17,73,ועדה משותפת,,2007-12-03 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
424,"הוועדה המשותפת לוועדת החינוך ולוועדת הכספים לדיון בפרק י""ט סעיפים - 128-130",258,"ועדה משותפת בנושא:  פרק י""ט, סעיפים 128 (לימוד חובה), 129 (השאלת ספרי לימוד) מתוך הצ""ח ההסדרים במשק המדינה",17,73,ועדה משותפת,,2007-12-03 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
425,מבוטלת,,,17,72,ועדה מיוחדת,,2007-12-19 00:00:00,2008-08-10 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
426,"הוועדה המשותפת לוועדה לביקורת המדינה ולוועדת המדע לעניין פרויקט מרכב""ה",264,"ועדה משותפת בנושא מרכב""ה",17,73,ועדה משותפת,,2007-12-24 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
427,ועדת המשנה לדיון בהצעת חוק ביטוח בריאות ממלכתי (תיקון מס' 41) (בריאות הנפש),261,"ועדת משנה למעקב אחר הצעת חוק ביטוח בריאות ממלכתי (תיקון מס' 41) (בריאות הנפש), התשס""ז-2007 - הכנה לקריאה שניה ושלישית",17,74,ועדת משנה,,2007-12-11 00:00:00,2009-02-24 00:00:00,,,198,"ועדת העבודה, הרווחה והבריאות",0,2015-03-20 12:02:57
428,"הוועדה המשותפת לוועדת הכנסת ולוועדת החוקה, חוק ומשפט לדיון בהצעת חוק סדרי השלטון והמשפט",260,"ועדה משותפת להצעת חוק סדרי השלטון והמשפט (ביטול החלת המשפט, השיפוט והמינהל) (עריכת משאל עם)",17,73,ועדה משותפת,,2008-01-02 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
429,הוועדה המיוחדת לבדיקת הערכות ומוכנות לרעידות אדמה,259,ועדה מיוחדת לבדיקת היערכות ומוכנות לרעידות אדמה,17,72,ועדה מיוחדת,,2007-12-19 00:00:00,2009-02-24 00:00:00,992,מיוחדת,,,0,2015-03-20 12:02:57
430,הוועדה המשותפת לוועדת המדע ולוועדת החינוך לבחינת יישום חוק צער בעלי חיים,277,ועדה משותפת מדע-חינוך לבחינת יישום חוק צער בעלי חיים,17,73,ועדה משותפת,,2008-01-28 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
431,הוועדה המשותפת לוועדת החינוך ולוועדת הפנים לעניין רציפות חוק מוזיאון הכנסת,294,"ועדה משותפת לוועדת החינוך, התרבות והספורט וועדת הפנים והגנת הסביבה לדין רציפות חוק מוזיאון הכנסת",17,73,ועדה משותפת,,2008-01-29 00:00:00,2009-02-24 00:00:00,,,,,0,2015-03-20 12:02:57
432,"ועדת המשנה של ועדת הכנסת לנושא אבטחת ח""כים",48,ועדת משנה לבדיקת נוהלי  אבטחת חברי הכנסת,17,74,ועדת משנה,,2008-02-26 00:00:00,2009-02-24 00:00:00,,,190,ועדת הכנסת,0,2015-03-20 12:02:57
433,"ועדת המשנה למעקב אחר הצעת חוק תרומת ביציות, התשס""ו-20",271,"ועדת משנה למעקב אחר הצעת חוק תרומת ביציות, התשס""ח-2008",17,74,ועדת משנה,,2008-03-04 00:00:00,2009-02-24 00:00:00,,,198,"ועדת העבודה, הרווחה והבריאות",0,2015-03-20 12:02:57
434,ועדת החקירה הפרלמנטרית בנושא העסקת עובדים ערבים בשירות הציבורי,266,ועדת חקירה פרלמנטרית בנושא קליטת עובדים ערבים בשירות הציבורי,17,72,ועדה מיוחדת,,2008-02-19 00:00:00,2009-02-24 00:00:00,993,חקירה,,,0,2020-05-21 15:39:38
