"DocumentAgendaID","AgendaID","GroupTypeID","GroupTypeDesc","ApplicationID","ApplicationDesc","FilePath","LastUpdatedDate"
63390,104017,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63369.doc,2010-06-02 18:53:40
63394,104034,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63373.doc,2010-06-02 18:53:40
63401,104075,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63380.doc,2010-06-02 18:53:41
63403,104076,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63382.doc,2010-06-02 18:53:42
63409,104092,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63388.doc,2010-06-02 18:53:42
63420,104143,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63399.doc,2010-06-02 18:53:44
63426,104232,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63405.doc,2010-06-02 18:53:45
63428,104233,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63407.doc,2010-06-02 18:53:45
63434,104236,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63413.doc,2010-06-02 18:53:46
63438,104238,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63417.doc,2010-06-02 18:53:47
63442,104241,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63421.doc,2010-06-02 18:53:48
63444,104243,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63423.doc,2010-06-02 18:53:48
63446,104244,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63425.doc,2010-06-02 18:53:48
63448,104249,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63427.doc,2010-06-02 18:53:49
63451,104254,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63430.doc,2010-06-02 18:53:49
63453,104255,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63432.doc,2010-06-02 18:53:49
63455,104256,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63434.doc,2010-06-02 18:53:50
63457,104257,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63436.doc,2010-06-02 18:53:50
63463,104265,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63442.doc,2010-06-02 18:53:51
63465,104266,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63444.doc,2010-06-02 18:53:51
63469,104268,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63448.doc,2010-06-02 18:53:52
63471,104269,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63450.doc,2010-06-02 18:53:52
63473,104271,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63452.doc,2010-06-02 18:53:52
63477,104277,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63456.doc,2010-06-02 18:53:53
63479,104278,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63458.doc,2010-06-02 18:53:53
63481,104280,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63460.doc,2010-06-02 18:53:54
63483,104282,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63462.doc,2010-06-02 18:53:54
63485,104283,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63464.doc,2010-06-02 18:53:54
63487,104285,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63466.doc,2010-06-02 18:53:55
63491,104287,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63470.doc,2010-06-02 18:53:55
63493,104288,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63472.doc,2010-06-02 18:53:56
63499,104291,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63478.doc,2010-06-02 18:53:56
63501,104292,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63480.doc,2010-06-02 18:53:57
63503,104293,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63482.doc,2010-06-02 18:53:57
63505,104294,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63484.doc,2010-06-02 18:53:57
63507,104296,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63486.doc,2010-06-02 18:53:58
63509,104298,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63488.doc,2010-06-02 18:53:58
63512,104299,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63491.doc,2010-06-02 18:53:59
63513,104300,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63492.doc,2010-06-02 18:53:59
63517,104305,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63496.doc,2010-06-02 18:53:59
63519,104312,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63498.doc,2010-06-02 18:54:00
63522,104435,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63501.doc,2010-06-02 18:54:00
63523,104534,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63502.doc,2010-06-02 18:54:00
63527,104841,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63506.doc,2010-06-02 18:54:01
63529,105212,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63508.doc,2010-06-02 18:54:01
63540,105455,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63519.doc,2010-06-02 18:54:03
63552,105814,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63531.doc,2010-06-02 18:54:05
63554,105854,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63533.doc,2010-06-02 18:54:05
63558,105933,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63537.doc,2010-06-02 18:54:06
63560,105935,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63539.doc,2010-06-02 18:54:06
63564,105952,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63543.doc,2010-06-02 18:54:07
63568,105954,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63547.doc,2010-06-02 18:54:07
63572,105972,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63551.doc,2010-06-02 18:54:08
63576,105995,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63555.doc,2010-06-02 18:54:09
63587,106012,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63566.doc,2010-06-02 18:54:10
63591,106032,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63570.doc,2010-06-02 18:54:11
63595,106054,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63574.doc,2010-06-02 18:54:11
63598,106074,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63577.doc,2010-06-02 18:54:12
63600,106075,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63579.doc,2010-06-02 18:54:12
63608,106172,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63587.doc,2010-06-02 18:54:14
63612,106175,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63591.doc,2010-06-02 18:54:14
63614,106192,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63593.doc,2010-06-02 18:54:15
63616,106193,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63595.doc,2010-06-02 18:54:15
63624,106199,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63603.doc,2010-06-02 18:54:17
63628,106206,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63607.doc,2010-06-02 18:54:17
63636,106220,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63615.doc,2010-06-02 18:54:18
63642,106226,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63621.doc,2010-06-02 18:54:20
63646,106228,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63625.doc,2010-06-02 18:54:20
63650,106230,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63629.doc,2010-06-02 18:54:21
63652,106231,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63631.doc,2010-06-02 18:54:21
63654,106232,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63633.doc,2010-06-02 18:54:21
63656,106233,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63635.doc,2010-06-02 18:54:22
63664,106292,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63643.doc,2010-06-02 18:54:23
63666,106293,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63645.doc,2010-06-02 18:54:23
63670,106295,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63649.doc,2010-06-02 18:54:24
63672,106296,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63651.doc,2010-06-02 18:54:24
63676,106299,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63655.doc,2010-06-02 18:54:25
63678,106300,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63657.doc,2010-06-02 18:54:25
63682,106302,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63661.doc,2010-06-02 18:54:26
63684,106304,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63663.doc,2010-06-02 18:54:26
63688,106306,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63667.doc,2010-06-02 18:54:27
63690,106307,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63669.doc,2010-06-02 18:54:27
63694,106373,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63673.doc,2010-06-02 18:54:28
63696,106395,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63675.doc,2010-06-02 18:54:28
63698,106413,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63677.doc,2010-06-02 18:54:28
63702,107264,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63681.doc,2010-06-02 18:54:29
63704,107321,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63683.doc,2010-06-02 18:54:29
63706,107533,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63685.doc,2010-06-02 18:54:30
63715,107654,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63694.doc,2010-06-02 18:54:31
63724,108101,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63703.doc,2010-06-02 18:54:33
63728,108106,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63707.doc,2010-06-02 18:54:33
63733,108109,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63712.doc,2010-06-02 18:54:34
63735,108110,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63714.doc,2010-06-02 18:54:34
63748,108192,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63727.doc,2010-06-02 18:54:36
63750,108193,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63729.doc,2010-06-02 18:54:37
63752,108194,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63731.doc,2010-06-02 18:54:37
63756,108217,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63735.doc,2010-06-02 18:54:38
63760,108272,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63739.doc,2010-06-02 18:54:38
63762,108273,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63741.doc,2010-06-02 18:54:39
63764,108274,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63743.doc,2010-06-02 18:54:39
63770,108278,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63749.doc,2010-06-02 18:54:40
63772,108279,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63751.doc,2010-06-02 18:54:40
63774,108281,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63753.doc,2010-06-02 18:54:41
63776,108283,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63755.doc,2010-06-02 18:54:41
63778,108285,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63757.doc,2010-06-02 18:54:41
63780,108287,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63759.doc,2010-06-02 18:54:41
63782,108288,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63761.doc,2010-06-02 18:54:42
63786,108294,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63765.doc,2010-06-02 18:54:42
63792,108319,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63771.doc,2010-06-02 18:54:43
63796,108323,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63775.doc,2010-06-02 18:54:44
63798,108326,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63777.doc,2010-06-02 18:54:44
63800,108328,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63779.doc,2010-06-02 18:54:45
63802,108330,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63781.doc,2010-06-02 18:54:45
63804,108332,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63783.doc,2010-06-02 18:54:45
63808,108334,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63787.doc,2010-06-02 18:54:46
63812,108337,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63791.doc,2010-06-02 18:54:46
63814,108338,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63793.doc,2010-06-02 18:54:47
63816,108341,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63795.doc,2010-06-02 18:54:47
63818,108342,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63797.doc,2010-06-02 18:54:47
63820,108352,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63799.doc,2010-06-02 18:54:48
63822,108354,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63801.doc,2010-06-02 18:54:48
63824,108355,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63803.doc,2010-06-02 18:54:48
63828,108357,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63807.doc,2010-06-02 18:54:49
63832,108373,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63811.doc,2010-06-02 18:54:50
63838,108376,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63817.doc,2010-06-02 18:54:51
63841,108378,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63820.doc,2010-06-02 18:54:51
63843,108379,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63822.doc,2010-06-02 18:54:52
63845,108380,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63824.doc,2010-06-02 18:54:52
63847,108382,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63826.doc,2010-06-02 18:54:52
63851,108385,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63830.doc,2010-06-02 18:54:53
63853,108386,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63832.doc,2010-06-02 18:54:53
63855,108387,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63834.doc,2010-06-02 18:54:53
63860,108394,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63839.doc,2010-06-02 18:54:54
63861,108395,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63840.doc,2010-06-02 18:54:54
63864,108535,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63843.doc,2010-06-02 18:54:55
63866,108592,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63845.doc,2010-06-02 18:54:55
63874,109892,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63853.doc,2010-06-02 18:54:56
63876,109912,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63855.doc,2010-06-02 18:54:57
63878,110035,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63857.doc,2010-06-02 18:54:57
63883,110132,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63862.doc,2010-06-02 18:54:58
63887,110572,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63866.doc,2010-06-02 18:54:59
63889,110592,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63868.doc,2010-06-02 18:54:59
63893,110852,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63872.doc,2010-06-02 18:55:00
63897,110952,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63876.doc,2010-06-02 18:55:00
63899,110974,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63878.doc,2010-06-02 18:55:00
63906,111053,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63885.doc,2010-06-02 18:55:02
63908,111054,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63887.doc,2010-06-02 18:55:02
63914,111073,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63893.doc,2010-06-02 18:55:03
63916,111074,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63895.doc,2010-06-02 18:55:03
63924,111115,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63903.doc,2010-06-02 18:55:04
63925,111173,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63904.doc,2010-06-02 18:55:05
63929,111219,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63908.doc,2010-06-02 18:55:05
63934,111292,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63913.doc,2010-06-02 18:55:06
63936,111293,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63915.doc,2010-06-02 18:55:06
63938,111294,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63917.doc,2010-06-02 18:55:07
63940,111295,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63919.doc,2010-06-02 18:55:07
63942,111296,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63921.doc,2010-06-02 18:55:07
63944,111312,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63923.doc,2010-06-02 18:55:08
63946,111313,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63925.doc,2010-06-02 18:55:08
63948,111314,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63927.doc,2010-06-02 18:55:08
63950,111315,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63929.doc,2010-06-02 18:55:09
63952,111332,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63931.doc,2010-06-02 18:55:09
63954,111335,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63933.doc,2010-06-02 18:55:09
63956,111336,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63935.doc,2010-06-02 18:55:09
63958,111338,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63937.doc,2010-06-02 18:55:10
63961,111354,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63940.doc,2010-06-02 18:55:10
63963,111359,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63942.doc,2010-06-02 18:55:11
63965,111360,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63944.doc,2010-06-02 18:55:11
63967,111365,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63946.doc,2010-06-02 18:55:11
63969,111373,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63948.doc,2010-06-02 18:55:12
63971,111376,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63950.doc,2010-06-02 18:55:12
63973,111378,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63952.doc,2010-06-02 18:55:12
63978,111382,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63957.doc,2010-06-02 18:55:13
63980,111392,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63959.doc,2010-06-02 18:55:13
63982,111394,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63961.doc,2010-06-02 18:55:14
63984,111395,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63963.doc,2010-06-02 18:55:14
63986,111396,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63965.doc,2010-06-02 18:55:14
63990,111398,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63969.doc,2010-06-02 18:55:15
63994,111400,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63973.doc,2010-06-02 18:55:15
63996,111401,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63975.doc,2010-06-02 18:55:16
63998,111403,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63977.doc,2010-06-02 18:55:16
64000,111406,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63979.doc,2010-06-02 18:55:16
64004,111408,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\16\agendasuggestion\16_as_63983.doc,2010-06-02 18:55:17
