"﻿MkID","LastName","FirstName","FullName","BirthDate","YearDate","BirthDateHeb","DeathDate","DeathDateHeb","YearDeathDate","ImmigrationDate","BirthCountry","CityName","FamilyStatus","ChildrenNumber","imgPath","FK_MKStatus","FirstLetter","LU_Gender"
228,פרץ,יאיר,פרץ יאיר,1954-03-02,1954.0,"",,"",,"1961-01-01T00:00:00",מרוקו,אלומה,נשוי,8.0,https://fs.knesset.gov.il/globaldocs/MK/228/1_228_3_585.jpeg?v=20201010,0,פ,1
229,צינקר,אלכסנדר,צינקר אלכסנדר,1953-01-02,1953.0,"",,"",,"1990-01-01T00:00:00",אוקראינה,חולון,נשוי,2.0,https://fs.knesset.gov.il/globaldocs/MK/229/1_229_3_587.jpeg?v=20201010,0,צ,1
230,קרא,איוב,קרא איוב,1955-03-12,1955.0,"",,"",,"",ישראל,דאלית אל-כרמל,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/230/1_230_2_590.png?v=20201010,0,ק,1
231,רבין-פילוסוף,דליה,רבין-פילוסוף דליה,1950-03-10,1950.0,"",,"",,"",ישראל,תל אביב,נשואה,2.0,https://fs.knesset.gov.il/globaldocs/MK/231/1_231_3_596.jpeg?v=20201010,0,ר,2
232,ריגר,גנדי,ריגר גנדי,1948-05-24,1948.0,"",2015-10-12,"",2015.0,"1990-01-01T00:00:00",ברית המועצות,כפר סבא,נשוי,1.0,https://fs.knesset.gov.il/globaldocs/MK/232/1_232_3_598.jpeg?v=20201010,0,ר,1
233,אבו-רוכן,לביב חוסיין,אבו-רוכן לביב חוסיין,1911-01-01,1911.0,"",1989-11-20,"",1989.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/233/1_233_3_600.jpeg?v=20201010,0,א,1
234,אבטבי,אליעזר,אבטבי אליעזר,1938-01-05,1938.0,"",,"",,"1950-01-01T00:00:00",איראן,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/234/1_234_3_602.jpeg?v=20201010,0,א,1
235,אביזוהר,מאיר,אביזוהר מאיר,1923-09-27,1923.0,"",2008-08-31,"",2008.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/235/1_235_3_604.jpeg?v=20201010,0,א,1
236,אבן (איבן),אבא (אוברי),אבן (איבן) אבא (אוברי),1915-02-02,1915.0,"",2002-11-17,"",2002.0,"1959-01-01T00:00:00",דרום אפריקה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/236/1_236_3_606.jpeg?v=20201010,0,א,1
237,אבניאל (גטשטיין),בנימין,אבניאל (גטשטיין) בנימין,1906-11-01,1906.0,"",1993-06-18,"",1993.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/237/1_237_3_608.jpeg?v=20201010,0,א,1
238,אבנרי (אוסטרמן),אורי,אבנרי (אוסטרמן) אורי,1923-09-10,1923.0,"",2018-08-20,"",2018.0,"1933-01-01T00:00:00",גרמניה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/238/1_238_3_610.jpeg?v=20201010,0,א,1
239,אבריאל (איבראל),אהוד,אבריאל (איבראל) אהוד,1917-01-01,1917.0,"",1980-08-27,"",1980.0,"1940-01-01T00:00:00",אוסטריה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/239/1_239_3_612.jpeg?v=20201010,0,א,1
240,אברמוב,שניאור זלמן,אברמוב שניאור זלמן,1908-05-06,1908.0,"",1997-03-05,"",1997.0,"1920-01-01T00:00:00",רוסיה הלבנה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/240/1_240_3_614.jpeg?v=20201010,0,א,1
241,אברמוביץ,יהודה מאיר,אברמוביץ יהודה מאיר,1915-01-01,1915.0,"",2007-04-20,"2007-04-20T00:00:00",2007.0,"1935-01-01T00:00:00",פולין,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/241/1_241_3_616.jpeg?v=20201010,0,א,1
242,אוזן,אהרן,אוזן אהרן,1924-11-01,1924.0,"",2007-01-23,"",2007.0,"",תוניסיה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/242/1_242_3_618.jpeg?v=20201010,0,א,1
243,אולמרט,מרדכי,אולמרט מרדכי,1908-01-16,1908.0,"",1998-03-30,"",1998.0,"1933-01-01T00:00:00",רוסיה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/243/1_243_3_620.jpeg?v=20201010,0,א,1
245,אונא,משה,אונא משה,1902-11-22,1902.0,"",1989-02-21,"",1989.0,"1927-01-01T00:00:00",גרמניה,"","",5.0,https://fs.knesset.gov.il/globaldocs/MK/245/1_245_3_622.jpeg?v=20201010,0,א,1
246,אורי (זסלבסקי),יעקב,אורי (זסלבסקי) יעקב,1888-03-03,1888.0,"",1970-07-26,"",1970.0,"",רוסיה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/246/1_246_3_624.jpeg?v=20201010,0,א,1
247,אזניה (אייזנשטדט),ברוך,אזניה (אייזנשטדט) ברוך,1905-09-19,1905.0,"",1994-07-06,"",1994.0,"1933-01-01T00:00:00",רוסיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/247/1_247_3_626.jpeg?v=20201010,0,א,1
248,אידלסון (טרכטנברג),בבה,אידלסון (טרכטנברג) בבה,1885-10-14,1885.0,"",1975-12-05,"",1975.0,"1926-01-01T00:00:00",אוקראינה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/248/1_248_3_628.jpeg?v=20201010,0,א,2
249,איכילוב,עזרא,איכילוב עזרא,1907-06-10,1907.0,"",1961-06-25,"",1961.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/249/1_249_3_630.jpeg?v=20201010,0,א,1
250,אילנית (הינדס),פייגה,אילנית (הינדס) פייגה,1909-02-07,1909.0,"",2002-07-15,"",2002.0,"1929-01-01T00:00:00",פולין,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/250/1_250_3_632.jpeg?v=20201010,0,א,2
251,א-זועבי,סיף א-דין,א-זועבי סיף א-דין,1913-01-01,1913.0,"",1986-06-26,"",1986.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/251/1_251_3_634.jpeg?v=20201010,0,א,1
252,אלגרבלי,מרדכי,אלגרבלי מרדכי,1944-07-14,1944.0,"",,"",,"1964-01-01T00:00:00",מרוקו,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/252/1_252_3_636.jpeg?v=20201010,0,א,1
253,אלדרוטי,צבי,אלדרוטי צבי,1934-05-09,1934.0,"",2018-04-13,"2018-04-13T00:00:00",2018.0,"",ישראל,נורדיה,"",4.0,https://fs.knesset.gov.il/globaldocs/MK/253/1_253_3_638.jpeg?v=20201010,0,א,1
254,אלטמן,אריה,אלטמן אריה,1902-01-06,1902.0,"",1982-08-21,"",1982.0,"1925-01-01T00:00:00",אוקראינה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/254/1_254_3_640.jpeg?v=20201010,0,א,1
255,אליאב (ליפשיץ),אריה לובה,אליאב (ליפשיץ) אריה לובה,1921-11-21,1921.0,"",2010-05-31,"",2010.0,"1924-01-01T00:00:00",ברית המועצות,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/255/1_255_3_642.jpeg?v=20201010,0,א,1
256,אליהו (אליה),שלמה,אליהו (אליה) שלמה,1936-01-18,1936.0,"",,"",,"1950-01-01T00:00:00",עיראק,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/256/1_256_3_644.jpeg?v=20201010,0,א,1
257,אליעד (אמסלם),נסים,אליעד (אמסלם) נסים,1919-07-01,1919.0,"",2014-11-15,"2014-11-16T00:00:00",2014.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/257/1_257_3_646.jpeg?v=20201010,0,א,1
258,אלישר,אליהו,אלישר אליהו,1899-10-10,1899.0,"",1981-10-30,"",1981.0,"",ישראל,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/258/1_258_3_648.jpeg?v=20201010,0,א,1
259,אלמוגי (קרלנבויים),יוסף-אהרן,אלמוגי (קרלנבויים) יוסף-אהרן,1910-05-05,1910.0,"",1991-11-02,"",1991.0,"1930-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/259/1_259_3_650.jpeg?v=20201010,0,א,1
260,אלמליח,אברהם,אלמליח אברהם,1876-01-01,1876.0,"",1967-04-02,"",1967.0,"",ישראל,"","",5.0,https://fs.knesset.gov.il/globaldocs/MK/260/1_260_3_652.jpeg?v=20201010,0,א,1
261,אמוראי,עדיאל,אמוראי עדיאל,1934-02-17,1934.0,"",,"",,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/261/1_261_3_654.jpeg?v=20201010,0,א,1
262,אמיר (אמזלג),יעקב ז`אק,אמיר (אמזלג) יעקב ז`אק,1933-03-15,1933.0,"",2011-03-31,"2011-03-31T00:00:00",2011.0,"1952-01-01T00:00:00",מרוקו,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/262/1_262_3_656.jpeg?v=20201010,0,א,1
263,אנקוריון (וולוביצקי),ארי,אנקוריון (וולוביצקי) ארי,1908-10-02,1908.0,"",1986-03-11,"",1986.0,"1933-01-01T00:00:00",ליטא,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/263/1_263_3_658.jpeg?v=20201010,0,א,1
264,אסא (אסאילוב),ירחמיאל,אסא (אסאילוב) ירחמיאל,1919-03-07,1919.0,"",2011-10-11,"",2011.0,"1924-01-01T00:00:00",ברית המועצות,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/264/1_264_3_660.jpeg?v=20201010,0,א,1
265,אסעד,שפיק,אסעד שפיק,1937-04-10,1937.0,"",2004-06-06,"",2004.0,"",ישראל,"","",9.0,https://fs.knesset.gov.il/globaldocs/MK/265/1_265_3_662.jpeg?v=20201010,0,א,1
266,אסף (וילקומיץ`),עמי,אסף (וילקומיץ`) עמי,1903-07-22,1903.0,"",1963-05-17,"",1963.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/266/1_266_3_664.jpeg?v=20201010,0,א,1
267,אפרת (פיקס),אהרון,אפרת (פיקס) אהרון,1911-03-20,1911.0,"",1989-05-16,"",1989.0,"1936-01-01T00:00:00",אוקראינה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/267/1_267_3_666.jpeg?v=20201010,0,א,1
268,אפרתי (גריבר),יוסף,אפרתי (גריבר) יוסף,1897-02-19,1897.0,"",1975-02-08,"",1975.0,"1914-01-01T00:00:00",רוסיה הלבנה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/268/1_268_3_668.jpeg?v=20201010,0,א,1
269,ארבלי-אלמוזלינו,שושנה,ארבלי-אלמוזלינו שושנה,1926-01-26,1926.0,"",2015-06-12,"",2015.0,"1947-01-01T00:00:00",עיראק,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/269/1_269_3_670.jpeg?v=20201010,0,א,2
270,ארגוב (גרבובסקי),מאיר,ארגוב (גרבובסקי) מאיר,1905-01-01,1905.0,"",1963-11-24,"",1963.0,"1927-01-01T00:00:00",אוקראינה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/270/1_270_3_672.jpeg?v=20201010,0,א,1
271,ארדיטי,בנימין,ארדיטי בנימין,1897-07-01,1897.0,"",1981-05-20,"",1981.0,"1949-01-01T00:00:00",אוסטריה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/271/1_271_3_674.jpeg?v=20201010,0,א,1
272,ארזי (צדרבוים),ראובן,ארזי (צדרבוים) ראובן,1907-05-11,1907.0,"",1983-05-19,"",1983.0,"1949-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/272/1_272_3_676.jpeg?v=20201010,0,א,1
273,אריאב (קרופסקי),חיים,אריאב (קרופסקי) חיים,1895-01-01,1895.0,"",1957-06-16,"",1957.0,"1912-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/273/1_273_3_678.jpeg?v=20201010,0,א,1
274,ארידור (ליברמן),יורם,ארידור (ליברמן) יורם,1933-10-24,1933.0,"",,"",,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/274/1_274_3_680.jpeg?v=20201010,0,א,1
275,ארליך,שמחה,ארליך שמחה,1915-01-01,1915.0,"",1983-06-19,"",1983.0,"1939-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/275/1_275_3_682.jpeg?v=20201010,0,א,1
276,ארם (קזנובסקי),משה,ארם (קזנובסקי) משה,1896-08-07,1896.0,"",1978-10-14,"",1978.0,"1924-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/276/1_276_3_684.jpeg?v=20201010,0,א,1
277,ארן (אהרונוביץ`),זלמן,ארן (אהרונוביץ`) זלמן,1899-03-01,1899.0,"",1970-09-06,"",1970.0,"1926-01-01T00:00:00",אוקראינה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/277/1_277_3_686.jpeg?v=20201010,0,א,1
278,ארנס,משה,ארנס משה,1925-12-27,1925.0,"",2019-01-07,"2019-01-07T00:00:00",2019.0,"1948-01-01T00:00:00",ליטא,סביון,נשוי,4.0,https://fs.knesset.gov.il/globaldocs/MK/278/1_278_3_688.jpeg?v=20201010,0,א,1
279,ארצי (הרציג),יצחק,ארצי (הרציג) יצחק,1920-11-14,1920.0,"",2003-09-18,"",2003.0,"1947-01-01T00:00:00",רומניה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/279/1_279_3_690.jpeg?v=20201010,0,א,1
280,אשל (שוהם),תמר,אשל (שוהם) תמר,1920-07-24,1920.0,"",,"",,"",אנגליה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/280/1_280_3_692.jpeg?v=20201010,0,א,2
281,בארי (טיפנברון),ידידיה,בארי (טיפנברון) ידידיה,1931-01-30,1931.0,"",2004-06-30,"",2004.0,"1938-01-01T00:00:00",גרמניה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/281/1_281_3_694.jpeg?v=20201010,0,ב,1
282,בבה,שמחה,בבה שמחה,1902-11-27,1902.0,"",1973-12-10,"",1973.0,"1933-01-01T00:00:00",פולין,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/282/1_282_3_696.jpeg?v=20201010,0,ב,1
283,בדיאן,אליקים-גוסטב,בדיאן אליקים-גוסטב,1925-12-12,1925.0,"",2000-02-13,"",2000.0,"1949-01-01T00:00:00",רומניה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/283/1_283_3_698.jpeg?v=20201010,0,ב,1
284,בדר,יוחנן,בדר יוחנן,1905-08-19,1905.0,"",1994-06-16,"",1994.0,"1943-01-01T00:00:00",פולין,מבשרת ציון,"",0.0,https://fs.knesset.gov.il/globaldocs/MK/284/1_284_3_700.jpeg?v=20201010,0,ב,1
285,בדר,מנחם,בדר מנחם,1895-09-20,1895.0,"",1985-01-31,"",1985.0,"1920-01-01T00:00:00",פולין,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/285/1_285_3_702.jpeg?v=20201010,0,ב,1
286,בהיר (גלר),אריה,בהיר (גלר) אריה,1906-05-01,1906.0,"",1970-09-13,"",1970.0,"",רוסיה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/286/1_286_3_704.jpeg?v=20201010,0,ב,1
287,בוגר (בוגרשוב),חיים,בוגר (בוגרשוב) חיים,1876-01-01,1876.0,"",1963-06-08,"",1963.0,"1906-01-01T00:00:00",רוסיה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/287/1_287_3_706.jpeg?v=20201010,0,ב,1
288,בורג,יוסף,בורג יוסף,1909-01-31,1909.0,"",1999-10-15,"",1999.0,"1939-01-01T00:00:00",גרמניה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/288/1_288_3_708.jpeg?v=20201010,0,ב,1
289,בז`רנו,שמעון,בז`רנו שמעון,1910-09-28,1910.0,"",1971-10-17,"",1971.0,"1936-01-01T00:00:00",בולגריה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/289/1_289_3_710.jpeg?v=20201010,0,ב,1
290,ביבי,מרדכי,ביבי מרדכי,1922-07-01,1922.0,"",,"",,"1945-01-01T00:00:00",עיראק,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/290/1_290_3_712.jpeg?v=20201010,0,ב,1
291,ביטון,אברהם,ביטון אברהם,1923-02-21,1923.0,"",2005-02-18,"",2005.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/291/1_291_3_714.jpeg?v=20201010,0,ב,1
292,ביטון,צ`רלי-שלום,ביטון צ`רלי-שלום,1947-04-11,1947.0,"",,"",,"1949-01-01T00:00:00",מרוקו,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/292/1_292_3_716.jpeg?v=20201010,0,ב,1
293,בלומנטל,נפתלי,בלומנטל נפתלי,1922-03-01,1922.0,"",,"",,"1934-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/293/1_293_3_718.jpeg?v=20201010,0,ב,1
294,בן-אהרן (נוסבוים),יצחק,בן-אהרן (נוסבוים) יצחק,1906-07-17,1906.0,"",2006-05-22,"",2006.0,"1928-01-01T00:00:00",האימפריה האוסטרו-הונגרית,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/294/1_294_3_720.jpeg?v=20201010,0,ב,1
295,בן-אליעזר (זברובסקי),אריה,בן-אליעזר (זברובסקי) אריה,1913-12-16,1913.0,"",1970-01-29,"",1970.0,"1921-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/295/1_295_3_722.jpeg?v=20201010,0,ב,1
296,בן-אשר (פינקל),חיים,בן-אשר (פינקל) חיים,1904-07-10,1904.0,"",1998-07-14,"",1998.0,"1924-01-01T00:00:00",רוסיה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/296/1_296_3_724.jpeg?v=20201010,0,ב,1
297,בן-יעקב (ינקלביץ`),זלמן,בן-יעקב (ינקלביץ`) זלמן,1897-01-01,1897.0,"",1959-03-02,"",1959.0,"1935-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/297/1_297_3_726.jpeg?v=20201010,0,ב,1
298,בן-ישראל (פריזר),גדעון,בן-ישראל (פריזר) גדעון,1923-03-06,1923.0,"",2014-12-18,"",2014.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/298/1_298_3_728.jpeg?v=20201010,0,ב,1
299,בן-מאיר (צוקר),דב,בן-מאיר (צוקר) דב,1927-08-11,1927.0,"",2020-03-21,"",2020.0,"1935-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/299/1_299_3_730.jpeg?v=20201010,0,ב,1
300,בן-מאיר (רוזנברג),יהודה,בן-מאיר (רוזנברג) יהודה,1939-07-27,1939.0,"",,"",,"1962-01-01T00:00:00",ארצות הברית,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/300/1_300_3_732.jpeg?v=20201010,0,ב,1
301,בן-מאיר (רוזנברג),שלמה ישראל,בן-מאיר (רוזנברג) שלמה ישראל,1910-08-13,1910.0,"",1971-04-04,"",1971.0,"",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/301/1_301_3_734.jpeg?v=20201010,0,ב,1
302,בן-עמי,משה,בן-עמי משה,1898-01-01,1898.0,"",1960-02-18,"",1960.0,"",ישראל,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/302/1_302_3_736.jpeg?v=20201010,0,ב,1
303,בן-פורת (קזז),מרדכי,בן-פורת (קזז) מרדכי,1923-09-12,1923.0,"",,"",,"1945-01-01T00:00:00",עיראק,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/303/1_303_3_738.jpeg?v=20201010,0,ב,1
304,בן-שלמה,שמעון,בן-שלמה שמעון,1942-01-01,1942.0,"",,"",,"1949-01-01T00:00:00",תימן,"","",8.0,https://fs.knesset.gov.il/globaldocs/MK/304/1_304_3_740.jpeg?v=20201010,0,ב,1
305,בנטוב (גוטגלד),מרדכי,בנטוב (גוטגלד) מרדכי,1900-03-28,1900.0,"",1985-01-18,"",1985.0,"",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/305/1_305_3_742.jpeg?v=20201010,0,ב,1
306,בסתוני,רוסתם,בסתוני רוסתם,1923-03-15,1923.0,"",1994-04-26,"",1994.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/306/1_306_3_744.jpeg?v=20201010,0,ב,1
307,בקר,אהרן,בקר אהרן,1905-12-21,1905.0,"",1995-12-24,"",1995.0,"1925-01-01T00:00:00",רוסיה הלבנה,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/307/1_307_3_746.jpeg?v=20201010,0,ב,1
308,בר-און,מרדכי,בר-און מרדכי,1928-12-26,1928.0,"",,"",,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/308/1_308_3_748.jpeg?v=20201010,0,ב,1
309,בר-זוהר (יולוזרי),מיכאל,בר-זוהר (יולוזרי) מיכאל,1938-01-30,1938.0,"",,"",,"1948-01-01T00:00:00",בולגריה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/309/1_309_3_750.jpeg?v=20201010,0,ב,1
310,בר-יהודה (אידלסון),ישראל,בר-יהודה (אידלסון) ישראל,1895-11-15,1895.0,"",1965-05-04,"",1965.0,"1926-01-01T00:00:00",אוקראינה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/310/1_310_3_752.jpeg?v=20201010,0,ב,1
311,בר-לב (ברוצלבסקי),חיים,בר-לב (ברוצלבסקי) חיים,1924-11-16,1924.0,"",1994-05-07,"",1994.0,"1939-01-01T00:00:00",אוסטריה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/311/1_311_3_754.jpeg?v=20201010,0,ב,1
312,בר-ניר (זילברשץ),דב (ברנארד),בר-ניר (זילברשץ) דב (ברנארד),1911-12-03,1911.0,"",2000-05-07,"",2000.0,"1932-01-01T00:00:00",בלגיה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/312/1_312_2_756.png?v=20201010,0,ב,1
313,בר-רב-האי (בורובוי),דוד,בר-רב-האי (בורובוי) דוד,1894-07-11,1894.0,"",1977-07-15,"",1977.0,"1924-01-01T00:00:00",אוקראינה,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/313/1_313_3_758.jpeg?v=20201010,0,ב,1
314,ברגר,הרצל,ברגר הרצל,1904-08-31,1904.0,"",1962-08-28,"",1962.0,"1934-01-01T00:00:00",רוסיה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/314/1_314_3_760.jpeg?v=20201010,0,ב,1
315,ברזילי (אייזנברג),ישראל,ברזילי (אייזנברג) ישראל,1913-10-01,1913.0,"",1970-06-12,"",1970.0,"1934-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/315/1_315_3_762.jpeg?v=20201010,0,ב,1
316,ברמן,אברהם (אדולף),ברמן אברהם (אדולף),1907-01-01,1907.0,"",1978-03-03,"",1978.0,"1950-01-01T00:00:00",פולין,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/316/1_316_3_764.jpeg?v=20201010,0,ב,1
317,ברמן,יצחק,ברמן יצחק,1913-06-03,1913.0,"",2013-08-04,"2013-08-04T00:00:00",2013.0,"1920-01-01T00:00:00",אוקראינה,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/317/1_317_3_766.jpeg?v=20201010,0,ב,1
318,ברנשטיין,פרץ (פריץ),ברנשטיין פרץ (פריץ),1890-06-12,1890.0,"",1971-03-21,"",1971.0,"1936-01-01T00:00:00",גרמניה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/318/1_318_3_768.jpeg?v=20201010,0,ב,1
319,ברעם,משה,ברעם משה,1911-03-17,1911.0,"",1986-12-05,"",1986.0,"1931-01-01T00:00:00",רוסיה,"","",4.0,https://fs.knesset.gov.il/globaldocs/MK/319/1_319_3_770.jpeg?v=20201010,0,ב,1
320,ברץ,יוסף,ברץ יוסף,1890-01-01,1890.0,"",1968-12-14,"",1968.0,"1906-01-01T00:00:00",אוקראינה,"","",7.0,https://fs.knesset.gov.il/globaldocs/MK/320/1_320_3_772.jpeg?v=20201010,0,ב,1
321,ברקת (בורשטיין),ראובן,ברקת (בורשטיין) ראובן,1906-06-15,1906.0,"",1972-04-05,"",1972.0,"1926-01-01T00:00:00",ליטא,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/321/1_321_3_774.jpeg?v=20201010,0,ב,1
322,בש,רפאל,בש רפאל,1913-01-08,1913.0,"",2000-03-10,"",2000.0,"1938-01-01T00:00:00",לטביה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/322/1_322_3_776.jpeg?v=20201010,0,ב,1
323,ג`בארה,חליל-סלים,ג`בארה חליל-סלים,1913-01-01,1913.0,"",1999-01-01,"",1999.0,"",ישראל,"","",1.0,https://fs.knesset.gov.il/globaldocs/MK/323/1_323_3_778.jpeg?v=20201010,0,ג,1
324,גבתי (סוישץ`),חיים,גבתי (סוישץ`) חיים,1901-01-29,1901.0,"",1990-10-19,"",1990.0,"1924-01-01T00:00:00",פולין,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/324/1_324_3_780.jpeg?v=20201010,0,ג,1
325,גדות (פורמן),גדעון,גדות (פורמן) גדעון,1941-04-01,1941.0,"",2012-09-23,"",2012.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/325/1_325_3_782.jpeg?v=20201010,0,ג,1
326,גוברין (גלובמן-חיות),עקיבא,גוברין (גלובמן-חיות) עקיבא,1902-08-12,1902.0,"",1980-06-26,"",1980.0,"1922-01-01T00:00:00",אוקראינה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/326/1_326_3_784.jpeg?v=20201010,0,ג,1
327,גולדברג,יוסף,גולדברג יוסף,1942-04-08,1942.0,"",2002-06-08,"",2002.0,"",ישראל,"","",3.0,https://fs.knesset.gov.il/globaldocs/MK/327/1_327_3_786.jpeg?v=20201010,0,ג,1
328,גולדראט,אברהם יהודה,גולדראט אברהם יהודה,1912-01-01,1912.0,"",1973-06-17,"",1973.0,"1933-01-01T00:00:00",פולין,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/328/1_328_3_788.jpeg?v=20201010,0,ג,1
329,גולדשטיין,אהרן,גולדשטיין אהרן,1902-12-19,1902.0,"",1976-10-12,"",1976.0,"1921-01-01T00:00:00",רוסיה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/329/1_329_3_790.jpeg?v=20201010,0,ג,1
330,גולדשטיין,פנחס,גולדשטיין פנחס,1939-08-26,1939.0,"",2007-08-14,"",2007.0,"",ישראל,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/330/1_330_3_792.jpeg?v=20201010,0,ג,1
331,גולדשמידט,יוסף,גולדשמידט יוסף,1907-01-01,1907.0,"",1981-07-25,"",1981.0,"1935-01-01T00:00:00",גרמניה,"","",2.0,https://fs.knesset.gov.il/globaldocs/MK/331/1_331_3_794.jpeg?v=20201010,0,ג,1
332,גולומב,דוד,גולומב דוד,1933-02-04,1933.0,"",2019-06-27,"2019-06-27T00:00:00",2019.0,"",ישראל,"","",0.0,https://fs.knesset.gov.il/globaldocs/MK/332/1_332_3_796.jpeg?v=20201010,0,ג,1
