LawID,TypeID,TypeDesc,SubTypeID,SubTypeDesc,KnessetNum,Name,PublicationDate,PublicationSeriesID,PublicationSeriesDesc,MagazineNumber,PageNumber,LastUpdatedDate
2001648,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",10,"תיקון טעות דפוס בחוק התכנון והבנייה (תיקון מס' 20), התשמ""ג-1982",1/25/1983 0:00,6071,ספר החוקים,1074,1074,1/27/2021 23:07
2001649,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",14,"תיקון טעות דפוס בחוק התכנון והבנייה (תיקון מס' 44), התשנ""ו-1996",9/10/1996 0:00,6071,ספר החוקים,1600,1600,1/27/2021 23:08
2001650,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",14,"תיקון טעות בחוק התכנון והבנייה (תיקון מס' 40), התשנ""ה-1994",6/10/1997 0:00,6071,ספר החוקים,1625,1625,9/10/2014 14:27
2001651,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",14,"תיקון טעות בחוק התכנון והבנייה (תיקון מס' 43), התשנ""ה-1995",6/10/1997 0:00,6071,ספר החוקים,1625,1625,9/10/2014 14:27
2001652,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק ייצוג גופים ציבוריים שעניינם בשמירת איכות הסביבה (תיקוני חקיקה), התשס""ג-2002",12/29/2002 0:00,6071,ספר החוקים,1883,1883,9/10/2014 14:27
2001653,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק התכנית להבראת כלכלת ישראל (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2003 ו-2004), התשס""ג-2003",9/11/2003 0:00,6071,ספר החוקים,1904,1904,9/10/2014 14:27
2001654,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק התקנים, התשי""ג-1953",2/12/1953 0:00,6071,ספר החוקים,118,118,9/10/2014 14:27
2001655,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",6,"תיקון טעות בחוק התקנים, התשי""ג-1953",6/29/1966 0:00,6071,ספר החוקים,478,478,9/10/2014 14:27
2001656,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק ועדות חקירה (תיקון מס' 5), התשס""ה-2005",6/19/2005 0:00,6071,ספר החוקים,2005,2005,9/10/2014 14:27
2001657,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",10,"תיקון טעות דפוס בחוק זכויות מבצעים, התשמ""ד-1984",7/18/1984 0:00,6071,ספר החוקים,1122,1122,1/27/2021 23:09
2001658,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק זכות מטפחים, התשל""ג-1973",5/30/1974 0:00,6071,ספר החוקים,733,733,9/10/2014 14:27
2001659,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",8,"תיקון טעות דפוס בחוק זכות מטפחים, התשל""ג-1973",5/30/1974 0:00,6071,ספר החוקים,733,733,1/27/2021 23:09
2001660,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק חג המצות (איסורי חמץ), התשמ""ו-1986",5/27/1987 0:00,6071,ספר החוקים,1215,1215,9/10/2014 14:27
2001661,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק חובת המכרזים (תיקון מס' 17), התשס""ה-2005",12/8/2005 0:00,6071,ספר החוקים,2038,2038,9/10/2014 14:27
2001662,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",10,"תיקון טעות בחוק חוזה הביטוח, התשמ""א-1981",3/1/1982 0:00,6071,ספר החוקים,1042,1042,9/10/2014 14:27
2001663,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק חוקרים פרטיים ושירותי שמירה, התשל""ב-1972",7/20/1972 0:00,6071,ספר החוקים,662,662,9/10/2014 14:27
2001664,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק חוקרים פרטיים ושירותי שמירה, התשל""ב-1972",12/22/1972 0:00,6071,ספר החוקים,673,673,9/10/2014 14:27
2001665,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",13,"תיקון טעות חוק חסינות חברי הכנסת, זכויותיהם וחובותיהם (תיקון מס' 16), התשנ""ד-1994",5/12/1994 0:00,6071,ספר החוקים,1463,1463,9/10/2014 14:27
2001666,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק חסכון חובה (תיקון), התשכ""ג-1963",9/1/1963 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001667,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק חתימה אלקטרונית (תיקון מס' 2 והוראת שעה), התש""ע-2010",7/27/2010 0:00,6071,ספר החוקים,2253,2253,3/14/2018 13:44
2001668,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק יד יצחק בן-צבי (תיקון מס' 2), התש""ם-1980",11/24/1980 0:00,6071,ספר החוקים,990,990,9/10/2014 14:27
2001669,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק יהב המגן, התשט""ז-1957",6/21/1956 0:00,6071,ספר החוקים,204,204,9/10/2014 14:27
2001670,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק יום הזכרון לשואה ולגבורה, התשי""ט-1959",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001671,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק יום העצמאות (תיקון), התשי""ד-1955",9/17/1954 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001672,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק יישוב סכסוכי עבודה, התשי""ז-1958",4/4/1957 0:00,6071,ספר החוקים,223,223,9/10/2014 14:27
2001673,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",14,"תיקון טעות בחוק יישום ההסכם בדבר רצועת עזה ואזור יריחו (סמכויות שיפוט והוראות אחרות) (תיקוני חקיקה), התשנ""ה-1994",9/10/1996 0:00,6071,ספר החוקים,1600,1600,1/7/2019 16:05
2001674,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק יישום הסכם הביניים בדבר הגדה המערבית ורצועת עזה (סמכויות שיפוט והוראות אחרות) (תיקוני חקיקה), התשנ""ו-1996",12/9/1999 0:00,6071,ספר החוקים,1719,1719,9/10/2014 14:27
2001675,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",16,"תיקון טעות דפוס בחוק יישום תכנית ההתנתקות, התשס""ה-2005",3/1/2005 0:00,6071,ספר החוקים,1985,1985,1/27/2021 23:10
2001676,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק יישום תכנית ההתנתקות, התשס""ה-2005",3/2/2006 0:00,6071,ספר החוקים,2053,2053,9/10/2014 14:27
2001677,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק יישום תכנית ההתנתקות (תיקון מס' 4), התשע""א-2011",3/5/2012 0:00,6071,ספר החוקים,2342,2342,9/10/2014 14:27
2001678,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק יסודות התקציב, התשמ""ה-1985",6/30/1985 0:00,6071,ספר החוקים,1148,1148,9/10/2014 14:27
2001679,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק יסודות התקציב, התשמ""ה-1985",6/19/1987 0:00,6071,ספר החוקים,1217,1217,9/10/2014 14:27
2001680,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק יסודות התקציב (תיקון מס' 31 והוראת שעה), התשס""ד-2004",7/11/2004 0:00,6071,ספר החוקים,1949,1949,9/10/2014 14:27
2001681,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק יציבות מחירים במצרכים ובשירותים (הוראת שעה), התשמ""ו-1985",11/17/1985 0:00,6071,ספר החוקים,1163,1163,9/10/2014 14:27
2001682,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק כלי הירייה (תיקון), התשי""ד-1955",9/17/1954 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001683,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק כלי הירייה (תיקון מס' 6), התשל""ח-1978",6/21/1979 0:00,6071,ספר החוקים,935,935,9/10/2014 14:27
2001684,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק כרטיסי חיוב, התשמ""ו-1986",11/12/1986 0:00,6071,ספר החוקים,1198,1198,9/10/2014 14:27
2001685,6002,חוק בן חיצוני,6044,עות'מאני,,המג'לה,###############################################################################################################################################################################################################################################################,6070,חקיקה עות'מאנית,,,12/5/2019 12:35
2001686,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"תקנות שעת חירום (מסי חירום על בנזין ונפט), התש""ח-1948",9/1/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,,,9/10/2014 14:27
2001687,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת הארכת תוקף של תקנות שעת חירום (מסי חירום על בנזין ונפט), התש""ח-1948",11/26/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 34,תוס' א' - 34,9/10/2014 14:27
2001688,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת העונשים הקיבוציים,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - כ,א' - כ,11/18/2019 14:06
2001689,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת האיגודים המקצועיים, 1947",,6078,עיתון רשמי מנדטורי,תוס' 1,תוס' 1,6/13/2018 16:50
2001690,6002,חוק בן חיצוני,6042,נוסח חדש,3,פקודת החבקים,6/15/1959 0:00,6072,דיני מדינת ישראל,4,4,10/1/2020 11:55
2001691,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הנהלת הנכסים הרוסיים, 1926",9/1/1926 0:00,6078,עיתון רשמי מנדטורי,תוס' 1,תוס' 1,4/8/2019 13:58
2001692,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיקוח על הבדואים, 1942",6/25/1942 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1204,תוס' 1 - 1204,5/14/2019 12:54
2001693,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הפיקוח על הבדואים (תיקון), 1945",11/24/1945 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1457,תוס' 1 - 1457,5/14/2019 12:54
2001694,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק להגברת האכיפה של דיני העבודה, התשע""ב-2011",6/4/2012 0:00,6071,ספר החוקים,2362,2362,9/10/2014 14:27
2001695,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק להגברת הצמיחה והתעסוקה ולהשגת יעדי התקציב לשנת הכספים 1998 (תיקוני חקיקה), התשנ""ח-1998",5/11/2000 0:00,6071,ספר החוקים,1737,1737,9/10/2014 14:27
2001696,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק להגנת רכוש מופקד, התשכ""ה-1965",1/11/1965 0:00,6071,ספר החוקים,443,443,9/10/2014 14:27
2001697,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",13,"תיקון טעות דפוס בחוק להסדר ההימורים בספורט (תיקון מס' 3), התשנ""ה-1995",4/12/1995 0:00,6071,ספר החוקים,1520,1520,1/27/2021 23:05
2001698,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק להסדרת הביטחון בגופים ציבוריים (תיקון מס' 2), התשס""ה-2005",4/11/2005 0:00,6071,ספר החוקים,1998,1998,9/10/2014 14:27
2001699,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת ההצגות הציבוריות (ביקורת),12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - קכג,ב' - קכג,11/18/2019 14:06
2001700,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק לטיפול בחולי נפש (תיקון), התשל""ב-1972",12/22/1972 0:00,6071,ספר החוקים,673,673,9/10/2014 14:27
2001701,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק לימוד חובה (הוראות שעה) (תיקון), התשי""ד-1954",9/17/1954 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001702,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק לניהול מוסדות (מקרים מיוחדים), התשי""ב-1952",9/5/1952 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001703,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק לעידוד הסרט הישראלי (תיקון מס' 2), התשל""ז-1977",12/30/1977 0:00,6071,ספר החוקים,879,879,9/10/2014 14:27
2001704,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק לעידוד השקעות הון, התשי""ט-1959",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001705,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק לעידוד השקעות הון (תיקון מס' 2), התשכ""ג-1962",9/1/1963 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001706,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק לעידוד השקעות הון (תיקון מס' 6), התשכ""ט-1969",4/13/1970 0:00,6071,ספר החוקים,592,592,9/10/2014 14:27
2001707,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק לעידוד השקעות הון (תיקון מס' 14), התשל""ו-1976",12/30/1977 0:00,6071,ספר החוקים,879,879,9/10/2014 14:27
2001708,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",11,"תיקון טעות דפוס בחוק לעידוד השקעות הון (תיקון מס' 26), התשמ""ו-1986",6/15/1986 0:00,6071,ספר החוקים,1182,1182,1/27/2021 23:10
2001709,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק לעידוד השקעות הון (תיקון מס' 30), התשמ""ז-1987",7/24/1987 0:00,6071,ספר החוקים,1220,1220,9/10/2014 14:27
2001710,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק לפיקוח על יצוא של בעלי חיים ושל תוצרת מן החי, התשי""ז-1957",2/21/1957 0:00,6071,ספר החוקים,220,220,9/10/2014 14:27
2001711,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק לציון מידע בדבר השפעת חקיקה על זכויות הילד, התשס""ב-2002",8/5/2002 0:00,6071,ספר החוקים,1864,1864,9/10/2014 14:27
2001712,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",10,"תיקון טעות בחוק לשכת עורכי הדין (התמחות) (הוראת שעה), התשמ""ג-1983",11/30/1983 0:00,6071,ספר החוקים,1096,1096,9/10/2014 14:27
2001713,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק לתיקון דיני עונשין (דרכי ענישה), התשי""ד-1955",9/17/1954 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001714,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק לתיקון דיני העונשין (העלמת עבירות), התשי""ט-1959",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001715,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",4,"תיקון טעות בחוק לתיקון דיני העונשין (העלמת עבירות), התשי""ט-1959",4/5/1960 0:00,6071,ספר החוקים,305,305,9/10/2014 14:27
2001716,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"תקנות שעת חירום (חוקת השיפוט תש""ח), התש""ח-1948",9/8/1948 0:00,6076,קובץ התקנות,,,9/10/2014 14:27
2001717,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת הארכת תוקף של תקנות שעת חירום (חוקת השיפוט תש""ח), התש""ט-1948",11/26/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 34,תוס' א' - 34,9/10/2014 14:27
2001718,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת הארכת תוקף של תקנות שעת חירום (חוקת השיפוט תש""ח) (מס' 2), התש""ט-1948",12/10/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 36,תוס' א' - 36,9/10/2014 14:27
2001719,6002,חוק בן חיצוני,6042,נוסח חדש,3,פקודת המשקאות המשכרים (ייצור ומכירה),6/15/1959 0:00,6072,דיני מדינת ישראל,4,4,6/14/2018 12:07
2001720,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,תיקון טעות בפקודת המשקאות המשכרים (ייצור ומכירה),7/15/1959 0:00,6071,ספר החוקים,284,284,2/11/2021 10:22
2001721,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת המשקאות המשכרים (ייצור ומכירה) (תיקון), התש""ט-1948",11/12/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 32,תוס' א' - 32,4/2/2015 10:47
2001722,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת המשקאות המשכרים (ייצור ומכירה) (תיקון מס' 2), התש""ט-1948",12/31/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 40,תוס' א' - 40,9/10/2014 14:27
2001723,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת בזיון בית המשפט,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - כג,א' - כג,11/18/2019 14:06
2001724,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת ביטוח כלי רכב של מנוע (סיכוני צד שלישי), 1947",3/29/1947 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1568,תוס' 1 - 1568,10/31/2018 11:09
2001725,6002,חוק בן חיצוני,6042,נוסח חדש,7,"פקודת ביטוח רכב מנועי (סיכוני צד שלישי) [נוסח חדש], התש""ל-1970",4/1/1970 0:00,6072,דיני מדינת ישראל,15,15,5/16/2018 8:51
2001726,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,תיקון טעות בפקודת ביטוח רכב מנועי (סיכוני צד שלישי) [נוסח חדש],11/26/1971 0:00,6071,ספר החוקים,638,638,2/11/2021 10:47
2001727,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בניין ערים, 1936",5/4/1936 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 589,תוס' 1 - 589,6/20/2019 9:30
2001728,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",3,"תיקון טעות דפוס בחוק לתיקון פקודת בניין ערים, התשי""ט-1959",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,1/27/2021 23:11
2001729,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בריאות העם, 1940",12/20/1940 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1065,תוס' 1 - 1065,3/13/2019 10:21
2001730,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת בריאות העם (תיקון), התש""ט-1949",2/4/1949 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 48,תוס' א' - 48,9/10/2014 14:27
2001731,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בריאות העם (תקנות בעניין צרכי מזון), 1935",2/28/1935 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 496,תוס' 1 - 496,2/28/2016 12:24
2001732,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בריאות העם (תקנות בנידון צרכי מזון), 1938",3/24/1938 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 770,תוס' 1 - 770,7/14/2015 15:03
2001733,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בריאות העם (תקנות בנידון צרכי מאכל), 1939",8/10/1939 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 909,תוס' 1 - 909,3/7/2019 13:50
2001734,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בריאות העם (תקנות בנידון צרכי מאכל), 1945",9/4/1945 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1436,תוס' 1 - 1436,11/27/2019 11:56
2001735,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת בתי הדואר,12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - קטו,ב' - קטו,11/18/2019 14:25
2001736,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",5,"תיקון טעות דפוס בחוק לתיקון פקודת בתי הדואר (תיקון מס' 6), התשכ""ה-1965",8/12/1965 0:00,6071,ספר החוקים,467,467,1/27/2021 23:11
2001737,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת בתי המשפט העירוניים,12/31/1933 0:00,6074,חוקי ארץ ישראל,ב' - צז,ב' - צז,11/18/2019 14:06
2001738,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בתי המשפט, 1940",7/25/1940 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1032,תוס' 1 - 1032,3/13/2019 10:45
2001739,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בתי החרושת, 1946",2/5/1946 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1472,תוס' 1 - 1472,4/3/2019 11:14
2001740,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת בתי הסוהר, 1946",2/5/1946 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1472,תוס' 1 - 1472,3/13/2019 11:26
2001741,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק לתיקון פקודת בתי-הסוהר (מס' 5), התש""ם-1980",7/18/1980 0:00,6071,ספר החוקים,976,976,9/6/2020 11:37
2001742,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",12,"תיקון טעות דפוס בחוק לתיקון פקודת בתי הסוהר (מס' 10), התשמ""ט-1989",7/13/1989 0:00,6071,ספר החוקים,1279,1279,1/27/2021 23:10
2001743,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת האגודות השיתופיות,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - כד,א' - כד,11/18/2019 14:06
2001744,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת האפוטרופוס הכללי, 1944",12/28/1944 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1380,תוס' 1 - 1380,3/13/2019 12:35
2001745,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת האפוטרופוס הכללי (תיקון), 1947",8/16/1947 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1604,תוס' 1 - 1604,3/13/2019 12:35
2001746,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת האפוטרופוס הכללי (תיקון), התש""ט-1949",1/21/1949 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 44,תוס' א' - 44,9/10/2014 14:27
2001747,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת האריסים (הגנה),12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - מ,א' - מ,11/18/2019 13:43
2001748,6002,חוק בן חיצוני,6043,מנדטורי,,פקודת הבוררות,12/31/1933 0:00,6074,חוקי ארץ ישראל,א' - ו,א' - ו,11/18/2019 14:06
2001749,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בפקודת הבטיחות בעבודה [נוסח חדש], התש""ל-1970",5/30/1974 0:00,6071,ספר החוקים,733,733,2/11/2021 10:49
2001750,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הבנקאות, 1941",10/9/1941 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1134,תוס' 1 - 1134,3/18/2019 12:44
2001751,6002,חוק בן חיצוני,6045,מועצת המדינה הזמנית,,"פקודת הבנקאות (תיקון), התש""ט-1948",12/31/1948 0:00,6073,עיתון רשמי-מועצת המדינה הזמנית,תוס' א' - 40,תוס' א' - 40,9/10/2014 14:27
2001752,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",6,"תיקון טעות בחוק לתיקון פקודת הבנקאות (מס' 9), התשכ""ט-1969",7/27/1969 0:00,6071,ספר החוקים,575,575,9/10/2014 14:27
2001753,6002,חוק בן חיצוני,6043,מנדטורי,,"פקודת הגבלת שכר דירה (דירות), 1940",12/20/1940 0:00,6078,עיתון רשמי מנדטורי,תוס' 1 - 1065,תוס' 1 - 1065,3/18/2019 13:02
2001754,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בפקודת הדואר [נוסח חדש], התשל""ז-1976",5/26/1977 0:00,6071,ספר החוקים,863,863,2/11/2021 11:00
